Date,USA_Index_Total,USA_Index_SMA(36),USA_Index_SMA(12),USA_Bonds_10Y2Y,interest_rates_USA,S&P500_change_stat_mean,MSCI_World_change_stat_mean,Dollar_Price_in_Yen_scaled_mean,VIX_Index_Price_Scaled,USA_Index_PCA,Japan_Index_Total,Japan_Index_SMA(36),Japan_Index_SMA(12),Nikkei_225_change_stat_mean,Japan_Index_PCA
1998-12-01,0.0,-0.3333333333333333,-0.4166666666666667,0.13608695652173913,4.68,0.4859453401930292,0.4153904249673636,5.850934782608697,0.3083491402697521,3.460696248600381,-5.0,-4.166666666666667,-4.583333333333333,-0.114430137704569,2.076925338678783
1999-01-01,0.0,-0.3055555555555556,-0.3333333333333333,0.1061904761904762,4.63,0.5475096251684057,0.3897260086161361,5.661,0.33688646904694947,3.497111101772535,-3.0,-4.138888888888889,-4.5,-0.18926348839146023,2.1684224147713698
1999-02-01,0.0,-0.2777777777777778,-0.3333333333333333,0.12150000000000001,4.76,0.3398509864091666,0.24235334337719697,5.8317250000000005,0.3483129664457965,3.4551447058750933,-3.0,-4.111111111111111,-4.333333333333333,-0.23452342827465258,2.3370475552211345
1999-03-01,0.0,-0.25,-0.3333333333333333,0.17956521739130435,4.81,0.31832999405117474,0.23240010884243167,5.973847826086955,0.30851214046368514,3.5545303693956996,-2.0,-4.083333333333333,-4.166666666666667,-0.018772651351502006,2.5260669149845105
1999-04-01,-1.0,-0.25,-0.3333333333333333,0.20772727272727273,4.74,0.37279298955984647,0.31217978038749045,5.987863636363636,0.2824624210454693,3.741787520014839,-3.0,-4.055555555555555,-4.083333333333333,0.18416559000459884,2.6732863809592615
1999-05-01,0.0,-0.25,-0.3333333333333333,0.28285714285714286,4.74,0.35089654294113704,0.2184882340897689,6.09552380952381,0.3173124993827031,3.590545676754964,-2.0,-4.027777777777778,-3.8333333333333335,0.1476267835209324,2.621939136991344
1999-06-01,0.0,-0.25,-0.25,0.2809090909090909,4.76,0.38934336873608927,0.26038659344403325,6.034977272727272,0.28861354314241766,3.5271533243385003,-3.0,-4.0,-3.6666666666666665,0.25088089698925115,2.5078686090653974
1999-07-01,0.0,-0.25,-0.16666666666666666,0.23727272727272727,4.99,0.3483302164571844,0.23695912084505766,5.970363636363637,0.25228948511624355,3.672850956958119,-3.0,-4.0,-3.5,0.2240392499859872,2.708865847963313
1999-08-01,0.0,-0.25,-0.08333333333333333,0.2609090909090909,5.07,0.6421540797624701,0.49400187382076144,5.657545454545455,0.29506699778121087,3.520353379084947,-2.0,-3.9722222222222223,-3.3333333333333335,0.47235416021627946,2.987963709372059
1999-09-01,0.0,-0.25,-0.08333333333333333,0.25363636363636366,5.22,0.46588959564112375,0.4124949928201254,5.3504772727272725,0.29437437687562196,3.60371597348126,-3.0,-3.9722222222222223,-3.1666666666666665,0.5802916339068146,2.989197213172961
1999-10-01,0.0,-0.2222222222222222,-0.08333333333333333,0.24952380952380954,5.2,0.4399333432066978,0.40432272139144976,5.295404761904762,0.29100656318854967,3.2462755633533615,-2.0,-3.9444444444444446,-2.9166666666666665,0.5843465337243524,2.8038019904644367
1999-11-01,0.0,-0.2222222222222222,-0.08333333333333333,0.17045454545454544,5.42,0.36107636835658563,0.3458021154673944,5.230568181818182,0.26309655268201654,3.251242244509945,-3.0,-3.9444444444444446,-2.8333333333333335,0.4591635691741897,2.669676849318063
1999-12-01,0.0,-0.2222222222222222,-0.08333333333333333,0.1708695652173913,5.3,0.36166095218484684,0.4084570956851599,5.130282608695652,0.2677943205522268,3.319172403929937,-4.0,-3.9722222222222223,-2.75,0.6253177779099697,2.501682374832069
2000-01-01,-2.0,-0.2777777777777778,-0.25,0.22380952380952382,5.45,0.1801693702588422,0.2584402515190139,5.26497619047619,0.2806811345419734,3.350273500194774,-3.0,-3.9166666666666665,-2.75,0.5959755002485058,2.854807053532299
2000-02-01,-2.0,-0.3333333333333333,-0.4166666666666667,-0.09666666666666668,5.73,0.2076108879442802,0.2846592963402382,5.473547619047619,0.2860022162760201,3.1127958533911517,-2.0,-3.8333333333333335,-2.6666666666666665,0.6572870078668746,2.6186275289919627
2000-03-01,-2.0,-0.3888888888888889,-0.5833333333333334,-0.2717391304347826,5.85,0.30897562574556897,0.3389917214805906,5.316152173913044,0.27564449000214664,3.1961731119575383,-2.0,-3.7777777777777777,-2.6666666666666665,0.5074387160867336,2.774642836939701
2000-04-01,-2.0,-0.4166666666666667,-0.6666666666666666,-0.41200000000000003,6.02,0.17906684499215478,0.19081676839627493,5.28205,0.3295380260582244,2.9504829579934717,-2.0,-3.6944444444444446,-2.5833333333333335,0.15444483633913028,2.7609453855634665
2000-05-01,-3.0,-0.5,-0.9166666666666666,-0.36869565217391304,6.27,0.20226351825291855,0.23192154998460945,5.407826086956521,0.3204635340730217,2.7284450782512044,-2.0,-3.638888888888889,-2.5833333333333335,0.018252333946873683,2.6153680407139013
2000-06-01,-2.0,-0.5555555555555556,-1.0833333333333333,-0.3845454545454546,6.53,0.1355947727365473,0.19775812140089008,5.306454545454545,0.2662848039163715,3.1742147639319636,-4.0,-3.638888888888889,-2.6666666666666665,0.015207172992794116,2.4284765818063296
2000-07-01,-2.0,-0.6111111111111112,-1.25,-0.28619047619047616,6.54,0.16511177141714772,0.14495774850489293,5.3995476190476195,0.2398170955425874,2.7906399386958434,-2.0,-3.5555555555555554,-2.5833333333333335,-0.22212185010673793,2.5825083757859133
2000-08-01,-2.0,-0.6666666666666666,-1.4166666666666667,-0.4026086956521739,6.5,0.2821058192096861,0.18799874001021988,5.401282608695652,0.22139787964238658,2.5912544217457234,-2.0,-3.5,-2.5833333333333335,-0.04966960837028561,2.723592229210165
2000-09-01,-2.0,-0.7222222222222222,-1.5833333333333333,-0.28809523809523807,6.52,0.22693330054317998,0.15469562428669556,5.338523809523809,0.23793398520589315,2.857399318857118,-2.0,-3.4166666666666665,-2.5,-0.20526305007666343,2.5105522313935125
2000-10-01,-2.0,-0.75,-1.75,-0.1740909090909091,6.51,0.09760901076833191,-0.0023929347392334286,5.418590909090909,0.3029826526920617,2.8420445071503737,-2.0,-3.361111111111111,-2.5,-0.39293535555573317,2.45180875733999
