observation_date,CPALCY01JPM661N
1985-06-01,87.5540850089081
1985-07-01,87.9613133112751
1985-08-01,87.5540850089081
1985-09-01,87.7576991600916
1985-10-01,88.3685416136421
1985-11-01,87.7576991600916
1985-12-01,87.8595062356834
1986-01-01,88.2667345380504
1986-02-01,88.2667345380504
1986-03-01,88.2667345380504
1986-04-01,88.5721557648256
1986-05-01,88.7757699160092
1986-06-01,88.1649274624586
1986-07-01,88.1649274624586
1986-08-01,87.8595062356834
1986-09-01,88.2667345380504
1986-10-01,88.3685416136421
1986-11-01,88.0631203868669
1986-12-01,87.9613133112751
1987-01-01,87.7576991600916
1987-02-01,87.6558920844999
1987-03-01,88.0631203868669
1987-04-01,88.7757699160092
1987-05-01,88.8775769916009
1987-06-01,88.8775769916009
1987-07-01,88.4703486892339
1987-08-01,88.5721557648256
1987-09-01,89.1829982183762
1987-10-01,89.2848052939679
1987-11-01,88.8775769916009
1987-12-01,88.9793840671927
1988-01-01,88.7757699160092
1988-02-01,88.7757699160092
1988-03-01,89.0811911427844
1988-04-01,89.3866123695597
1988-05-01,89.3866123695597
1988-06-01,89.2848052939679
1988-07-01,89.1829982183762
1988-08-01,89.2848052939679
1988-09-01,89.9974548231102
1988-10-01,90.7101043522525
1988-11-01,90.4046831254772
1988-12-01,90.0992618987020
1989-01-01,90.0992618987020
1989-02-01,89.9974548231102
1989-03-01,90.6082972766607
1989-04-01,91.8299821837618
1989-05-01,92.4408246373123
1989-06-01,92.3390175617205
1989-07-01,92.1354034105370
1989-08-01,91.8299821837618
1989-09-01,92.7462458640876
1989-10-01,93.5607024688216
1989-11-01,92.7462458640876
1989-12-01,92.8480529396793
1990-01-01,93.2552812420463
1990-02-01,93.4588953932298
1990-03-01,93.8661236955968
1990-04-01,94.4769661491474
1990-05-01,95.0878086026979
1990-06-01,94.5787732247391
1990-07-01,94.5787732247391
1990-08-01,94.7823873759226
1990-09-01,95.2914227538814
1990-10-01,96.1058793586154
1990-11-01,96.0040722830236
1990-12-01,96.0040722830236
1991-01-01,96.8185288877577
1991-02-01,96.6149147365742
1991-03-01,97.0221430389412
1991-04-01,97.3275642657165
1991-05-01,97.9384067192670
1991-06-01,97.7347925680835
1991-07-01,97.8365996436752
1991-08-01,98.0402137948587
1991-09-01,98.1420208704505
1991-10-01,99.1600916263680
1991-11-01,99.3637057775515
1991-12-01,98.8546703995928
1992-01-01,98.8546703995928
1992-02-01,98.6510562484093
1992-03-01,99.1600916263680
1992-04-01,100.0763553066940
1992-05-01,100.1781623822860
1992-06-01,100.1781623822860
1992-07-01,99.7709340799186
1992-08-01,99.8727411555103
1992-09-01,100.3817765334690
1992-10-01,100.2799694578770
1992-11-01,99.9745482311021
1992-12-01,99.7709340799186
1993-01-01,99.7709340799186
1993-02-01,99.8727411555103
1993-03-01,100.3817765334690
1993-04-01,100.8908119114280
1993-05-01,101.2980402137950
1993-06-01,101.0944260626110
1993-07-01,101.3998472893870
1993-08-01,101.7052685161620
1993-09-01,101.7052685161620
1993-10-01,101.6034614405700
1993-11-01,100.8908119114280
1993-12-01,101.0944260626110
1994-01-01,101.1962331382030
1994-02-01,101.2980402137950
1994-03-01,101.7052685161620
1994-04-01,101.7052685161620
1994-05-01,101.9088826673450
1994-06-01,101.6034614405700
1994-07-01,101.0944260626110
1994-08-01,101.6034614405700
1994-09-01,101.9088826673450
1994-10-01,102.4179180453040
1994-11-01,102.1124968185290
1994-12-01,101.6034614405700
1995-01-01,101.7052685161620
1995-02-01,101.3998472893870
1995-03-01,101.3998472893870
1995-04-01,101.5016543649780
1995-05-01,101.7052685161620
1995-06-01,101.5016543649780
1995-07-01,100.9926189870200
1995-08-01,101.1962331382030
1995-09-01,101.8070755917540
1995-10-01,101.5016543649780
1995-11-01,101.0944260626110
1995-12-01,101.0944260626110
1996-01-01,101.1962331382030
1996-02-01,101.0944260626110
1996-03-01,101.1962331382030
1996-04-01,101.7052685161620
1996-05-01,101.8070755917540
1996-06-01,101.3998472893870
1996-07-01,101.3998472893870
1996-08-01,101.1962331382030
1996-09-01,101.3998472893870
1996-10-01,101.5016543649780
1996-11-01,101.1962331382030
1996-12-01,101.2980402137950
1997-01-01,101.1962331382030
1997-02-01,101.0944260626110
1997-03-01,101.1962331382030
1997-04-01,102.9269534232630
1997-05-01,103.2323746500380
1997-06-01,103.2323746500380
1997-07-01,102.8251463476710
1997-08-01,102.8251463476710
1997-09-01,103.6396029524050
1997-10-01,103.9450241791800
1997-11-01,103.2323746500380
1997-12-01,103.1305675744460
1998-01-01,103.2323746500380
1998-02-01,103.1305675744460
1998-03-01,103.4359888012220
1998-04-01,103.6396029524050
1998-05-01,104.0468312547720
1998-06-01,103.6396029524050
1998-07-01,102.8251463476710
1998-08-01,102.7233392720790
1998-09-01,103.5377958768130
1998-10-01,104.3522524815470
1998-11-01,104.2504454059560
1998-12-01,103.9450241791800
1999-01-01,103.3341817256300
1999-02-01,102.9269534232630
1999-03-01,103.0287604988550
1999-04-01,103.4359888012220
1999-05-01,103.4359888012220
1999-06-01,103.2323746500380
1999-07-01,102.7233392720790
1999-08-01,103.0287604988550
1999-09-01,103.4359888012220
1999-10-01,103.4359888012220
1999-11-01,102.9269534232630
1999-12-01,102.5197251208960
2000-01-01,102.3161109697120
2000-02-01,102.1124968185290
2000-03-01,102.3161109697120
2000-04-01,102.6215321964880
2000-05-01,102.5197251208960
2000-06-01,102.1124968185290
2000-07-01,101.9088826673450
2000-08-01,102.1124968185290
2000-09-01,102.1124968185290
2000-10-01,101.9088826673450
2000-11-01,101.6034614405700
2000-12-01,101.7052685161620
2001-01-01,101.6034614405700
2001-02-01,101.1962331382030
2001-03-01,100.9926189870200
2001-04-01,101.2980402137950
2001-05-01,101.3998472893870
2001-06-01,100.9926189870200
2001-07-01,100.7890048358360
2001-08-01,101.0944260626110
2001-09-01,100.8908119114280
2001-10-01,100.7890048358360
2001-11-01,100.2799694578770
2001-12-01,100.1781623822860
2002-01-01,99.8727411555103
2002-02-01,99.4655128531433
2002-03-01,99.7709340799186
2002-04-01,99.9745482311021
2002-05-01,100.1781623822860
2002-06-01,100.0763553066940
2002-07-01,99.8727411555103
2002-08-01,100.1781623822860
2002-09-01,100.0763553066940
2002-10-01,99.9745482311021
2002-11-01,99.9745482311021
2002-12-01,99.8727411555103
2003-01-01,99.5673199287350
2003-02-01,99.2618987019598
2003-03-01,99.4655128531433
2003-04-01,99.7709340799186
2003-05-01,99.8727411555103
2003-06-01,99.7709340799186
2003-07-01,99.3637057775515
2003-08-01,99.5673199287350
2003-09-01,99.6691270043268
2003-10-01,99.6691270043268
2003-11-01,99.2618987019598
2003-12-01,99.4655128531433
2004-01-01,99.0582845507763
2004-02-01,99.0582845507763
2004-03-01,99.3637057775515
2004-04-01,99.4655128531433
2004-05-01,99.5673199287350
2004-06-01,99.6691270043268
2004-07-01,99.1600916263680
2004-08-01,99.3637057775515
2004-09-01,99.4655128531433
2004-10-01,99.9745482311021
2004-11-01,99.8727411555103
2004-12-01,99.4655128531433
2005-01-01,99.0582845507763
2005-02-01,98.7528633240010
2005-03-01,99.1600916263680
2005-04-01,99.1600916263680
2005-05-01,99.3637057775515
2005-06-01,98.9564774751845
2005-07-01,98.7528633240010
2005-08-01,98.7528633240010
2005-09-01,99.0582845507763
2005-10-01,99.0582845507763
2005-11-01,98.7528633240010
2005-12-01,98.7528633240010
2006-01-01,98.7528633240010
2006-02-01,98.4474420972258
2006-03-01,98.7528633240010
2006-04-01,99.0582845507763
2006-05-01,99.3637057775515
2006-06-01,99.2618987019598
2006-07-01,98.9564774751845
2006-08-01,99.5673199287350
2006-09-01,99.5673199287350
2006-10-01,99.4655128531433
2006-11-01,98.9564774751845
2006-12-01,99.0582845507763
2007-01-01,98.8546703995928
2007-02-01,98.4474420972258
2007-03-01,98.8546703995928
2007-04-01,99.1600916263680
2007-05-01,99.3637057775515
2007-06-01,99.0582845507763
2007-07-01,98.8546703995928
2007-08-01,99.2618987019598
2007-09-01,99.4655128531433
2007-10-01,99.5673199287350
2007-11-01,99.2618987019598
2007-12-01,99.4655128531433
2008-01-01,99.1600916263680
2008-02-01,98.8546703995928
2008-03-01,99.4655128531433
2008-04-01,99.7709340799186
2008-05-01,100.2799694578770
2008-06-01,100.4835836090610
2008-07-01,100.3817765334690
2008-08-01,100.4835836090610
2008-09-01,100.7890048358360
2008-10-01,100.6871977602440
2008-11-01,100.3817765334690
2008-12-01,100.2799694578770
2009-01-01,99.6691270043268
2009-02-01,99.3637057775515
2009-03-01,99.6691270043268
2009-04-01,99.6691270043268
2009-05-01,99.4655128531433
2009-06-01,99.0582845507763
2009-07-01,98.6510562484093
2009-08-01,98.8546703995928
2009-09-01,98.7528633240010
2009-10-01,98.3456350216340
2009-11-01,98.1420208704505
2009-12-01,98.0402137948587
2010-01-01,97.8365996436752
2010-02-01,97.8365996436752
2010-03-01,98.2438279460422
2010-04-01,98.4474420972258
2010-05-01,98.2438279460422
2010-06-01,97.9384067192670
2010-07-01,97.3275642657165
2010-08-01,97.7347925680835
2010-09-01,97.8365996436752
2010-10-01,98.3456350216340
2010-11-01,98.0402137948587
2010-12-01,97.6329854924917
2011-01-01,97.3275642657165
2011-02-01,97.3275642657165
2011-03-01,97.5311784169000
2011-04-01,97.7347925680835
2011-05-01,97.6329854924917
2011-06-01,97.3275642657165
2011-07-01,97.4293713413082
2011-08-01,97.4293713413082
2011-09-01,97.6329854924917
2011-10-01,97.8365996436752
2011-11-01,97.2257571901247
2011-12-01,97.3275642657165
2012-01-01,97.0221430389412
2012-02-01,97.0221430389412
2012-03-01,97.4293713413082
2012-04-01,97.4293713413082
2012-05-01,97.1239501145330
2012-06-01,96.8185288877577
2012-07-01,96.6149147365742
2012-08-01,96.8185288877577
2012-09-01,96.9203359633494
2012-10-01,97.0221430389412
2012-11-01,96.7167218121659
2012-12-01,96.7167218121659
2013-01-01,96.5131076609824
2013-02-01,96.2076864342072
2013-03-01,96.5131076609824
2013-04-01,96.8185288877577
2013-05-01,96.9203359633494
2013-06-01,96.8185288877577
2013-07-01,97.0221430389412
2013-08-01,97.2257571901247
2013-09-01,97.4293713413082
2013-10-01,97.6329854924917
2013-11-01,97.6329854924917
2013-12-01,97.6329854924917
2014-01-01,97.2257571901247
2014-02-01,97.3275642657165
2014-03-01,97.7347925680835
2014-04-01,99.6691270043268
2014-05-01,99.9745482311021
2014-06-01,99.7709340799186
2014-07-01,99.7709340799186
2014-08-01,99.9745482311021
2014-09-01,100.1781623822860
2014-10-01,100.0763553066940
2014-11-01,99.6691270043268
2014-12-01,99.7709340799186
2015-01-01,99.5673199287350
2015-02-01,99.4655128531433
2015-03-01,99.8727411555103
2015-04-01,100.3817765334690
2015-05-01,100.4835836090610
2015-06-01,100.1781623822860
2015-07-01,99.9745482311021
2015-08-01,100.0763553066940
2015-09-01,100.1781623822860
2015-10-01,100.1781623822860
2015-11-01,99.7709340799186
2015-12-01,99.8727411555103
2016-01-01,99.3637057775515
2016-02-01,99.6691270043268
2016-03-01,99.8727411555103
2016-04-01,99.9745482311021
2016-05-01,99.9745482311021
2016-06-01,99.7709340799186
2016-07-01,99.4655128531433
2016-08-01,99.5673199287350
2016-09-01,99.6691270043268
2016-10-01,100.3817765334690
2016-11-01,100.2799694578770
2016-12-01,99.8727411555103
2017-01-01,99.4655128531433
2017-02-01,99.3637057775515
2017-03-01,99.4655128531433
2017-04-01,99.9745482311021
2017-05-01,100.0763553066940
2017-06-01,99.8727411555103
2017-07-01,99.6691270043268
2017-08-01,100.0763553066940
2017-09-01,100.1781623822860
2017-10-01,100.1781623822860
2017-11-01,100.5853906846530
2017-12-01,100.8908119114280
2018-01-01,100.7890048358360
2018-02-01,100.7890048358360
2018-03-01,100.4835836090610
2018-04-01,100.4835836090610
2018-05-01,100.4835836090610
2018-06-01,100.4835836090610
2018-07-01,100.5853906846530
2018-08-01,101.2980402137950
2018-09-01,101.3998472893870
2018-10-01,101.7052685161620
2018-11-01,101.3998472893870
2018-12-01,101.1962331382030
2019-01-01,101.2980402137950
2019-02-01,101.3998472893870
2019-03-01,101.3998472893870
2019-04-01,101.8070755917540
2019-05-01,101.6034614405700
2019-06-01,101.6034614405700
2019-07-01,101.5016543649780
2019-08-01,101.8070755917540
2019-09-01,101.8070755917540
2019-10-01,102.1124968185290
2019-11-01,102.1124968185290
2019-12-01,102.2143038941210
2020-01-01,102.0106897429370
2020-02-01,101.9088826673450
2020-03-01,101.9088826673450
2020-04-01,102.1124968185290
2020-05-01,102.1124968185290
2020-06-01,101.8070755917540
2020-07-01,102.0106897429370
2020-08-01,102.0106897429370
2020-09-01,101.6034614405700
2020-10-01,101.7052685161620
2020-11-01,101.3998472893870
2020-12-01,101.0944260626110
2021-01-01,101.5016543649780
2021-02-01,101.6034614405700
2021-03-01,101.6034614405700
2021-04-01,100.8908119114280
2021-05-01,101.2980402137950
2021-06-01,101.2980402137950
2021-07-01,101.6034614405700
2021-08-01,101.6034614405700
2021-09-01,101.9088826673450
2021-10-01,101.7052685161620
2021-11-01,101.8070755917540
2021-12-01,101.9088826673450
2022-01-01,102.1124968185290
2022-02-01,102.5197251208960
2022-03-01,102.9269534232630
2022-04-01,103.3341817256300
