Date,interest_rates_USA,interest_rates_Japan,percent_infl_USA,percent_infl_Japan,M2 in Billions of Dollar,M2 in 100 Billions of Yen
2018-03-01,1.51,-0.0619999999999999,2.44258329692817,0.989094598021848,13966.4,9950.232
2018-04-01,1.69,-0.063,2.44258329692817,0.989094598021848,13989.3,9971.978000000001
2018-05-01,1.7,-0.0609999999999999,2.44258329692817,0.989094598021848,14055.7,9982.671
2018-06-01,1.82,-0.0709999999999999,2.44258329692817,0.989094598021848,14117.5,10021.845
2018-07-01,1.91,-0.07,2.44258329692817,0.989094598021848,14157.0,10039.4
2018-08-01,1.91,-0.0589999999999999,1.81221007526021,0.46877615938395,14206.0,10056.22
2018-09-01,1.95,-0.0579999999999998,1.81221007526021,0.46877615938395,14238.2,10079.166
2018-10-01,2.19,-0.0599999999999999,1.81221007526021,0.46877615938395,14248.1,10101.836
2018-11-01,2.2,-0.0709999999999999,1.81221007526021,0.46877615938395,14258.7,10109.832
2018-12-01,2.27,-0.068,1.81221007526021,0.46877615938395,14369.9,10131.277
2019-01-01,2.4,-0.064,1.81221007526021,0.46877615938395,14432.7,10151.552
2019-02-01,2.4,-0.055,1.81221007526021,0.46877615938395,14470.5,10170.805
2019-03-01,2.41,-0.0409999999999998,1.81221007526021,0.46877615938395,14513.9,10191.851999999999
2019-04-01,2.42,-0.067,1.81221007526021,0.46877615938395,14548.1,10209.47
2019-05-01,2.39,-0.049,1.81221007526021,0.46877615938395,14660.8,10232.091999999999
2019-06-01,2.38,-0.0619999999999999,1.81221007526021,0.46877615938395,14782.9,10240.485
2019-07-01,2.4,-0.0709999999999999,1.81221007526021,0.46877615938395,14865.4,10258.773000000001
2019-08-01,2.13,-0.0449999999999999,1.23358439630629,-0.024995834027731,14947.6,10277.546999999999
2019-09-01,2.04,-0.0589999999999999,1.23358439630629,-0.024995834027731,15039.5,10303.933
2019-10-01,1.83,-0.021,1.23358439630629,-0.024995834027731,15174.6,10330.165
2019-11-01,1.55,-0.0429999999999999,1.23358439630629,-0.024995834027731,15273.3,10370.07
2019-12-01,1.55,-0.0379999999999999,1.23358439630629,-0.024995834027731,15334.3,10400.306999999999
2020-01-01,1.55,-0.032,1.23358439630629,-0.024995834027731,15401.3,10429.404
2020-02-01,1.58,-0.016,1.23358439630629,-0.024995834027731,15453.8,10466.082
2020-03-01,0.65,-0.047,1.23358439630629,-0.024995834027731,15980.6,10517.028999999999
2020-04-01,0.05,-0.0359999999999999,1.23358439630629,-0.024995834027731,16999.0,10579.77
2020-05-01,0.05,-0.047,1.23358439630629,-0.024995834027731,17868.4,10752.883999999998
2020-06-01,0.08,-0.048,1.23358439630629,-0.024995834027731,18161.5,10978.223
2020-07-01,0.09,-0.0279999999999999,1.23358439630629,-0.024995834027731,18311.4,11064.773000000001
2020-08-01,0.1,-0.035,4.69785886363742,-0.233352779398264,18382.2,11153.53
2020-09-01,0.09,-0.0539999999999999,4.69785886363742,-0.233352779398264,18606.8,11225.972
2020-10-01,0.09,-0.02,4.69785886363742,-0.233352779398264,18758.1,11261.63
2020-11-01,0.09,-0.032,4.69785886363742,-0.233352779398264,18972.9,11312.843
2020-12-01,0.09,-0.0259999999999999,4.69785886363742,-0.233352779398264,19109.9,11364.95
2021-01-01,0.09,-0.017,4.69785886363742,-0.233352779398264,19334.6,11423.756000000001
2021-02-01,0.08,-0.016,4.69785886363742,-0.233352779398264,19570.8,11477.175
2021-03-01,0.07,-0.017,4.69785886363742,-0.233352779398264,19809.6,11519.57
2021-04-01,0.07,-0.012,4.69785886363742,-0.233352779398264,20135.3,11557.104
2021-05-01,0.06,-0.017,4.69785886363742,-0.233352779398264,20439.5,11608.271
2021-06-01,0.08,-0.0289999999999999,4.69785886363742,-0.233352779398264,20482.4,11622.969
2021-07-01,0.1,-0.0359999999999999,4.69785886363742,-0.233352779398264,20633.4,11644.808
2021-08-01,0.09,-0.034,8.00279982052121,2.49770278172255,20844.4,11667.702
2021-09-01,0.08,-0.0219999999999999,8.00279982052121,2.49770278172255,20973.8,11698.767
2021-10-01,0.08,-0.0269999999999999,8.00279982052121,2.49770278172255,21153.7,11738.021
2021-11-01,0.08,-0.0389999999999999,8.00279982052121,2.49770278172255,21327.6,11765.597
2021-12-01,0.08,-0.0259999999999999,8.00279982052121,2.49770278172255,21507.8,11795.138
2022-01-01,0.08,-0.02,8.00279982052121,2.49770278172255,21566.1,11844.598
2022-02-01,0.08,-0.0179999999999999,8.00279982052121,2.49770278172255,21621.0,11887.479
2022-03-01,0.2,-0.008,8.00279982052121,2.49770278172255,21722.8,11920.19
2022-04-01,0.33,-0.012,8.00279982052121,2.49770278172255,21723.2,11951.264
2022-05-01,0.77,-0.0179999999999999,8.00279982052121,2.49770278172255,21696.6,11971.878999999999
2022-06-01,1.21,-0.0379999999999999,8.00279982052121,2.49770278172255,21652.4,12003.073999999999
2022-07-01,1.68,-0.012,8.00279982052121,2.49770278172255,21644.5,12036.226999999999
2022-08-01,2.33,-0.0179999999999999,4.11633838374488,3.26813365933163,21626.7,12061.94
2022-09-01,2.56,-0.049,4.11633838374488,3.26813365933163,21507.7,12083.528
2022-10-01,3.08,-0.05,4.11633838374488,3.26813365933163,21433.4,12100.883
2022-11-01,3.78,-0.067,4.11633838374488,3.26813365933163,21367.1,12135.08
2022-12-01,4.1,-0.07,4.11633838374488,3.26813365933163,21273.2,12147.573999999999
2023-01-01,4.33,-0.02,4.11633838374488,3.26813365933163,21188.1,12168.628
2023-02-01,4.57,-0.0189999999999999,4.11633838374488,3.26813365933163,21117.6,12194.871000000001
2023-03-01,4.65,-0.017,4.11633838374488,3.26813365933163,20870.5,12224.02
2023-04-01,4.83,-0.0149999999999999,4.11633838374488,3.26813365933163,20711.9,12256.403
2023-05-01,5.06,-0.0509999999999999,4.11633838374488,3.26813365933163,20804.6,12284.722
2023-06-01,5.08,-0.066,4.11633838374488,3.26813365933163,20788.4,12312.115
2023-07-01,5.12,-0.0459999999999999,4.11633838374488,3.26813365933163,20762.6,12333.073999999999
2023-08-01,5.33,-0.064,3.1,2.4,20735.1,12356.016000000001
2023-09-01,5.33,-0.0539999999999999,3.1,2.4,20681.4,12372.34
2023-10-01,5.33,-0.02,3.1,2.4,20662.5,12392.178
2023-11-01,5.33,-0.0149999999999999,3.1,2.4,20675.8,12410.749
2023-12-01,5.33,-0.012,3.1,2.4,20725.5,12431.5
2024-01-01,5.33,-0.0139999999999998,3.1,2.4,20726.0,12469.525
2024-02-01,5.33,-0.006,3.1,2.4,20762.0,12494.861
2024-03-01,5.33,0.0219999999999999,3.1,2.4,20863.0,12535.35
2024-04-01,5.33,0.0769999999999999,3.1,2.4,20881.2,12528.037
2024-05-01,5.33,0.0769999999999999,3.1,2.4,20959.5,12510.141000000001
2024-06-01,5.33,0.0769999999999999,3.1,2.4,21020.1,12492.623
2024-07-01,5.33,0.0779999999999999,3.1,2.4,21039.4,12511.768
2024-08-01,5.33,0.2269999999999998,3.1,2.4,21141.3,12517.966
2024-09-01,5.13,0.2269999999999998,3.1,2.4,21222.7,12528.348
2024-10-01,4.83,0.2269999999999998,3.1,2.4,21311.2,12528.348
2024-11-01,4.64,0.227,3.1,2.4,21311.2,12528.348
