Date,interest_rates_USA,interest_rates_Japan,percent_infl_USA,percent_infl_Japan,M2 in Billions of Dollar,M2 in 100 Billions of Yen
1991-03-01,6.12,6.0,4.23496396453849,3.25143848753308,3321.9,4961.879
1991-04-01,5.91,6.0,4.23496396453849,3.25143848753308,3332.4,4971.77
1991-05-01,5.78,6.0,4.23496396453849,3.25143848753308,3343.0,4984.499
1991-06-01,5.9,6.0,4.23496396453849,3.25143848753308,3351.9,4997.668
1991-07-01,5.82,5.5,4.23496396453849,3.25143848753308,3356.1,5019.116
1991-08-01,5.66,5.5,3.02881967814969,1.7602830605927,3355.0,5018.687
1991-09-01,5.45,5.5,3.02881967814969,1.7602830605927,3354.9,5037.48
1991-10-01,5.21,5.5,3.02881967814969,1.7602830605927,3360.1,5053.526
1991-11-01,4.81,5.0,3.02881967814969,1.7602830605927,3365.5,5058.633
1991-12-01,4.43,4.5,3.02881967814969,1.7602830605927,3372.2,5055.281
1992-01-01,4.03,4.5,3.02881967814969,1.7602830605927,3381.2,5053.8
1992-02-01,4.06,4.5,3.02881967814969,1.7602830605927,3400.0,5045.779
1992-03-01,3.98,4.5,3.02881967814969,1.7602830605927,3403.9,5054.738
1992-04-01,3.73,3.75,3.02881967814969,1.7602830605927,3399.7,5047.586
1992-05-01,3.82,3.75,3.02881967814969,1.7602830605927,3398.6,5033.912
1992-06-01,3.76,3.75,3.02881967814969,1.7602830605927,3393.4,5037.331
1992-07-01,3.25,3.25,3.02881967814969,1.7602830605927,3393.9,5025.583
1992-08-01,3.3,3.25,2.95165696638559,1.24304589707924,3398.8,5030.17
1992-09-01,3.22,3.25,2.95165696638559,1.24304589707924,3410.3,5014.338
1992-10-01,3.1,3.25,2.95165696638559,1.24304589707924,3423.8,5021.331
1992-11-01,3.09,3.25,2.95165696638559,1.24304589707924,3426.5,5031.205
1992-12-01,2.92,3.25,2.95165696638559,1.24304589707924,3424.7,5040.205
1993-01-01,3.02,3.25,2.95165696638559,1.24304589707924,3419.1,5044.002
1993-02-01,3.03,2.5,2.95165696638559,1.24304589707924,3414.5,5054.209
1993-03-01,3.07,2.5,2.95165696638559,1.24304589707924,3411.7,5038.313
1993-04-01,2.96,2.5,2.95165696638559,1.24304589707924,3411.3,5070.852
1993-05-01,3.0,2.5,2.95165696638559,1.24304589707924,3436.9,5101.443
1993-06-01,3.04,2.5,2.95165696638559,1.24304589707924,3442.4,5103.728
1993-07-01,3.06,2.5,2.95165696638559,1.24304589707924,3442.0,5102.816
1993-08-01,3.03,2.5,2.60744159215453,0.695458057869004,3445.7,5113.375
1993-09-01,3.09,1.75,2.60744159215453,0.695458057869004,3452.2,5112.228
1993-10-01,2.99,1.75,2.60744159215453,0.695458057869004,3456.7,5115.693
1993-11-01,3.02,1.75,2.60744159215453,0.695458057869004,3470.1,5110.916
1993-12-01,2.96,1.75,2.60744159215453,0.695458057869004,3474.5,5114.782
1994-01-01,3.05,1.75,2.60744159215453,0.695458057869004,3474.9,5125.23
1994-02-01,3.25,1.75,2.60744159215453,0.695458057869004,3475.7,5130.318
1994-03-01,3.34,1.75,2.60744159215453,0.695458057869004,3480.1,5137.675
1994-04-01,3.56,1.75,2.60744159215453,0.695458057869004,3481.3,5176.256
1994-05-01,4.01,1.75,2.60744159215453,0.695458057869004,3490.8,5179.058
1994-06-01,4.25,1.75,2.60744159215453,0.695458057869004,3479.5,5176.755
1994-07-01,4.26,1.75,2.60744159215453,0.695458057869004,3488.2,5202.167
1994-08-01,4.47,1.75,2.80541968853662,-0.127899045020446,3485.7,5212.986
1994-09-01,4.73,1.75,2.80541968853662,-0.127899045020446,3486.1,5234.921
1994-10-01,4.76,1.75,2.80541968853662,-0.127899045020446,3484.3,5244.19
1994-11-01,5.29,1.75,2.80541968853662,-0.127899045020446,3487.2,5249.9
1994-12-01,5.45,1.75,2.80541968853662,-0.127899045020446,3486.4,5267.179
1995-01-01,5.53,1.75,2.80541968853662,-0.127899045020446,3492.4,5283.914
1995-02-01,5.92,1.75,2.80541968853662,-0.127899045020446,3489.9,5310.14
1995-03-01,5.98,1.75,2.80541968853662,-0.127899045020446,3491.1,5318.575
1995-04-01,6.05,1.0,2.80541968853662,-0.127899045020446,3499.2,5332.021
1995-05-01,6.01,1.0,2.80541968853662,-0.127899045020446,3524.2,5332.916
1995-06-01,6.0,1.0,2.80541968853662,-0.127899045020446,3548.9,5335.892
1995-07-01,5.85,1.0,2.80541968853662,-0.127899045020446,3567.4,5343.549
1995-08-01,5.74,1.0,2.93120419993441,0.136600358575909,3589.0,5354.112
1995-09-01,5.8,0.5,2.93120419993441,0.136600358575909,3602.1,5375.87
1995-10-01,5.76,0.5,2.93120419993441,0.136600358575909,3613.4,5378.036
1995-11-01,5.8,0.5,2.93120419993441,0.136600358575909,3619.9,5422.867
1995-12-01,5.6,0.5,2.93120419993441,0.136600358575909,3629.5,5435.877
1996-01-01,5.56,0.5,2.93120419993441,0.136600358575909,3647.9,5444.218
1996-02-01,5.22,0.5,2.93120419993441,0.136600358575909,3661.8,5455.541
1996-03-01,5.31,0.5,2.93120419993441,0.136600358575909,3686.9,5476.778
1996-04-01,5.22,0.5,2.93120419993441,0.136600358575909,3697.7,5479.765
1996-05-01,5.24,0.5,2.93120419993441,0.136600358575909,3709.6,5501.749
1996-06-01,5.27,0.5,2.93120419993441,0.136600358575909,3722.5,5533.043
1996-07-01,5.4,0.5,2.93120419993441,0.136600358575909,3737.1,5540.198
1996-08-01,5.22,0.5,2.33768993730735,1.74780458692133,3744.0,5552.916
1996-09-01,5.3,0.5,2.33768993730735,1.74780458692133,3753.4,5566.942
1996-10-01,5.24,0.5,2.33768993730735,1.74780458692133,3772.8,5579.465
1996-11-01,5.31,0.5,2.33768993730735,1.74780458692133,3795.1,5591.868
1996-12-01,5.29,0.5,2.33768993730735,1.74780458692133,3818.6,5594.49
1997-01-01,5.25,0.5,2.33768993730735,1.74780458692133,3834.6,5603.395
1997-02-01,5.19,0.5,2.33768993730735,1.74780458692133,3846.3,5609.023
1997-03-01,5.39,0.5,2.33768993730735,1.74780458692133,3861.2,5623.45
1997-04-01,5.51,0.5,2.33768993730735,1.74780458692133,3877.0,5653.218
1997-05-01,5.5,0.5,2.33768993730735,1.74780458692133,3889.2,5667.729
1997-06-01,5.56,0.5,2.33768993730735,1.74780458692133,3906.0,5690.492
1997-07-01,5.52,0.5,2.33768993730735,1.74780458692133,3923.9,5709.752
1997-08-01,5.54,0.5,1.55227909874364,0.661974191385911,3957.4,5730.242
1997-09-01,5.54,0.5,1.55227909874364,0.661974191385911,3973.1,5738.756
1997-10-01,5.5,0.5,1.55227909874364,0.661974191385911,3992.3,5744.288
1997-11-01,5.52,0.5,1.55227909874364,0.661974191385911,4014.8,5769.54
1997-12-01,5.5,0.5,1.55227909874364,0.661974191385911,4032.9,5807.569
1998-01-01,5.56,0.5,1.55227909874364,0.661974191385911,4056.2,5847.675
1998-02-01,5.51,0.5,1.55227909874364,0.661974191385911,4088.9,5885.351
1998-03-01,5.49,0.5,1.55227909874364,0.661974191385911,4114.3,5878.176
1998-04-01,5.45,0.5,1.55227909874364,0.661974191385911,4140.2,5886.427
1998-05-01,5.49,0.5,1.55227909874364,0.661974191385911,4164.4,5909.245
1998-06-01,5.56,0.5,1.55227909874364,0.661974191385911,4184.1,5912.661
1998-07-01,5.54,0.5,1.55227909874364,0.661974191385911,4203.8,5940.296
1998-08-01,5.55,0.5,2.18802719697358,-0.341296928327554,4228.7,5974.788
1998-09-01,5.51,0.5,2.18802719697358,-0.341296928327554,4267.7,5992.115
1998-10-01,5.07,0.5,2.18802719697358,-0.341296928327554,4307.9,5994.107
1998-11-01,4.83,0.5,2.18802719697358,-0.341296928327554,4346.6,6046.542
1998-12-01,4.68,0.5,2.18802719697358,-0.341296928327554,4375.6,6064.699
1999-01-01,4.63,0.5,2.18802719697358,-0.341296928327554,4403.0,6080.885
1999-02-01,4.76,0.17632,2.18802719697358,-0.341296928327554,4425.8,6109.466
1999-03-01,4.81,0.04091,2.18802719697358,-0.341296928327554,4432.6,6125.936
1999-04-01,4.74,0.0314299999999999,2.18802719697358,-0.341296928327554,4461.4,6115.245
1999-05-01,4.74,0.0299999999999999,2.18802719697358,-0.341296928327554,4486.1,6146.889
1999-06-01,4.76,0.0299999999999999,2.18802719697358,-0.341296928327554,4508.0,6167.545
1999-07-01,4.99,0.0299999999999999,2.18802719697358,-0.341296928327554,4535.4,6174.875
1999-08-01,5.07,0.0299999999999999,3.37685727149929,-0.676578683595175,4552.7,6186.141
1999-09-01,5.22,0.0325,3.37685727149929,-0.676578683595175,4568.8,6192.033
1999-10-01,5.2,0.0245,3.37685727149929,-0.676578683595175,4592.7,6206.902
1999-11-01,5.42,0.0275,3.37685727149929,-0.676578683595175,4611.8,6221.075
1999-12-01,5.3,0.0242899999999999,3.37685727149929,-0.676578683595175,4639.3,6229.419
2000-01-01,5.45,0.0205299999999999,3.37685727149929,-0.676578683595175,4667.6,6237.917
2000-02-01,5.73,0.0345,3.37685727149929,-0.676578683595175,4680.9,6235.997
2000-03-01,5.85,0.02136,3.37685727149929,-0.676578683595175,4711.7,6247.943
2000-04-01,6.02,0.02,3.37685727149929,-0.676578683595175,4767.8,6288.926
2000-05-01,6.27,0.021,3.37685727149929,-0.676578683595175,4755.7,6279.282
2000-06-01,6.53,0.0209099999999999,3.37685727149929,-0.676578683595175,4773.6,6284.454
2000-07-01,6.54,0.021,3.37685727149929,-0.676578683595175,4791.3,6294.791
2000-08-01,6.5,0.1552199999999999,2.82617111885407,-0.740055504162738,4819.5,6300.062
2000-09-01,6.52,0.2494999999999999,2.82617111885407,-0.740055504162738,4855.3,6312.214
2000-10-01,6.51,0.2476199999999998,2.82617111885407,-0.740055504162738,4871.4,6335.86
2000-11-01,6.51,0.2474999999999999,2.82617111885407,-0.740055504162738,4882.8,6337.847
2000-12-01,6.4,0.24143,2.82617111885407,-0.740055504162738,4927.7,6359.058
2001-01-01,5.98,0.24895,2.82617111885407,-0.740055504162738,4978.4,6376.303
2001-02-01,5.49,0.2484199999999998,2.82617111885407,-0.740055504162738,5017.1,6395.484
2001-03-01,5.31,0.10667,2.82617111885407,-0.740055504162738,5074.9,6405.925
2001-04-01,4.8,0.02,2.82617111885407,-0.740055504162738,5139.2,6432.776
2001-05-01,4.21,0.0185699999999999,2.82617111885407,-0.740055504162738,5137.3,6446.24
2001-06-01,3.97,0.01762,2.82617111885407,-0.740055504162738,5180.3,6462.539
2001-07-01,3.77,0.0128599999999999,2.82617111885407,-0.740055504162738,5210.2,6478.632
2001-08-01,3.65,0.01,1.58603162650601,-0.923494026942321,5243.9,6487.009
2001-09-01,3.07,0.0050499999999999,1.58603162650601,-0.923494026942321,5355.3,6508.082
2001-10-01,2.49,0.00314,1.58603162650601,-0.923494026942321,5344.0,6517.002
2001-11-01,2.09,0.0024299999999999,1.58603162650601,-0.923494026942321,5387.7,6527.526
2001-12-01,1.82,0.0018399999999999,1.58603162650601,-0.923494026942321,5440.7,6576.819
2002-01-01,1.73,0.0011099999999998,1.58603162650601,-0.923494026942321,5461.1,6602.844
2002-02-01,1.74,0.001,1.58603162650601,-0.923494026942321,5490.4,6620.554
2002-03-01,1.73,0.00205,1.58603162650601,-0.923494026942321,5502.2,6643.71
2002-04-01,1.75,0.00148,1.58603162650601,-0.923494026942321,5502.3,6662.024
2002-05-01,1.75,0.0013799999999999,1.58603162650601,-0.923494026942321,5528.5,6671.176
2002-06-01,1.75,0.0014,1.58603162650601,-0.923494026942321,5553.5,6680.978
2002-07-01,1.73,0.0017799999999999,1.58603162650601,-0.923494026942321,5596.2,6689.932
2002-08-01,1.74,0.00186,2.27009497336115,-0.256541816316025,5638.4,6706.467
2002-09-01,1.75,0.0052599999999999,2.27009497336115,-0.256541816316025,5662.5,6711.295
2002-10-01,1.75,0.00191,2.27009497336115,-0.256541816316025,5707.2,6728.432
2002-11-01,1.34,0.0019499999999999,2.27009497336115,-0.256541816316025,5758.2,6733.563
2002-12-01,1.24,0.0019499999999999,2.27009497336115,-0.256541816316025,5779.5,6727.668
2003-01-01,1.24,0.002,2.27009497336115,-0.256541816316025,5812.3,6737.133
2003-02-01,1.26,0.001,2.27009497336115,-0.256541816316025,5848.4,6748.918
2003-03-01,1.25,0.002,2.27009497336115,-0.256541816316025,5868.6,6755.92
2003-04-01,1.26,0.001,2.27009497336115,-0.256541816316025,5905.7,6726.628
2003-05-01,1.26,0.001,2.27009497336115,-0.256541816316025,5965.5,6746.202
2003-06-01,1.22,0.001,2.27009497336115,-0.256541816316025,6002.4,6766.01
2003-07-01,1.01,0.002,2.27009497336115,-0.256541816316025,6049.4,6775.022
2003-08-01,1.03,0.001,2.67723669309172,-0.0085733882031027,6107.3,6802.307
2003-09-01,1.01,0.002,2.67723669309172,-0.0085733882031027,6079.9,6789.563
2003-10-01,1.01,0.001,2.67723669309172,-0.0085733882031027,6070.2,6795.637
2003-11-01,1.0,0.001,2.67723669309172,-0.0085733882031027,6075.7,6800.41
2003-12-01,0.98,0.001,2.67723669309172,-0.0085733882031027,6074.0,6802.867
2004-01-01,1.0,0.0,2.67723669309172,-0.0085733882031027,6082.2,6817.487
2004-02-01,1.01,0.001,2.67723669309172,-0.0085733882031027,6121.9,6833.691
2004-03-01,1.0,0.001,2.67723669309172,-0.0085733882031027,6158.0,6843.902
2004-04-01,1.0,0.0,2.67723669309172,-0.0085733882031027,6199.1,6852.892
2004-05-01,1.0,0.001,2.67723669309172,-0.0085733882031027,6275.9,6880.927
2004-06-01,1.03,0.001,2.67723669309172,-0.0085733882031027,6278.1,6884.93
2004-07-01,1.26,0.0,2.67723669309172,-0.0085733882031027,6291.3,6901.475
2004-08-01,1.43,0.001,3.3927468454955,-0.282946068764391,6317.9,6928.963
2004-09-01,1.61,0.001,3.3927468454955,-0.282946068764391,6352.3,6921.219
2004-10-01,1.76,0.001,3.3927468454955,-0.282946068764391,6379.9,6928.858
2004-11-01,1.93,0.001,3.3927468454955,-0.282946068764391,6406.5,6933.802
2004-12-01,2.16,0.001,3.3927468454955,-0.282946068764391,6424.7,6941.309
2005-01-01,2.28,0.001,3.3927468454955,-0.282946068764391,6431.0,6951.03
2005-02-01,2.5,0.001,3.3927468454955,-0.282946068764391,6439.1,6957.338
2005-03-01,2.63,0.002,3.3927468454955,-0.282946068764391,6448.4,6982.583
2005-04-01,2.79,0.001,3.3927468454955,-0.282946068764391,6462.0,6974.877
2005-05-01,3.0,0.001,3.3927468454955,-0.282946068764391,6479.2,6983.6
2005-06-01,3.04,0.001,3.3927468454955,-0.282946068764391,6511.8,6996.096
2005-07-01,3.26,0.001,3.3927468454955,-0.282946068764391,6543.7,7017.262
2005-08-01,3.5,0.001,3.22594410070404,0.249355116079085,6576.5,7040.597
2005-09-01,3.62,0.001,3.22594410070404,0.249355116079085,6610.3,7056.823
2005-10-01,3.78,0.001,3.22594410070404,0.249355116079085,6644.1,7061.669
2005-11-01,4.0,0.001,3.22594410070404,0.249355116079085,6660.8,7071.943
2005-12-01,4.16,0.001,3.22594410070404,0.249355116079085,6688.0,7072.704
2006-01-01,4.29,0.001,3.22594410070404,0.249355116079085,6730.3,7072.484
2006-02-01,4.49,0.001,3.22594410070404,0.249355116079085,6754.9,7074.324
2006-03-01,4.59,0.002,3.22594410070404,0.249355116079085,6769.5,7077.414
2006-04-01,4.79,0.002,3.22594410070404,0.249355116079085,6807.0,7085.743
2006-05-01,4.94,0.02,3.22594410070404,0.249355116079085,6813.9,7076.584
2006-06-01,4.99,0.0359999999999999,3.22594410070404,0.249355116079085,6852.1,7070.963
2006-07-01,5.24,0.1549999999999999,3.22594410070404,0.249355116079085,6893.9,7055.474
2006-08-01,5.25,0.25,2.85267248150138,0.060039454498669,6925.3,7071.745
2006-09-01,5.25,0.261,2.85267248150138,0.060039454498669,6952.6,7093.168
2006-10-01,5.25,0.254,2.85267248150138,0.060039454498669,7002.0,7100.621
2006-11-01,5.25,0.257,2.85267248150138,0.060039454498669,7037.5,7113.414
2006-12-01,5.24,0.255,2.85267248150138,0.060039454498669,7080.4,7123.43
2007-01-01,5.25,0.267,2.85267248150138,0.060039454498669,7118.5,7135.791
2007-02-01,5.26,0.3569999999999999,2.85267248150138,0.060039454498669,7134.6,7142.873
2007-03-01,5.26,0.509,2.85267248150138,0.060039454498669,7168.5,7153.684
2007-04-01,5.25,0.511,2.85267248150138,0.060039454498669,7241.0,7167.181
2007-05-01,5.25,0.521,2.85267248150138,0.060039454498669,7254.9,7179.933
2007-06-01,5.25,0.51,2.85267248150138,0.060039454498669,7288.1,7194.411
2007-07-01,5.26,0.4989999999999999,2.85267248150138,0.060039454498669,7319.0,7201.073
2007-08-01,5.02,0.4849999999999999,3.839100296651,1.3800788616492,7395.1,7195.858
2007-09-01,4.94,0.51,3.839100296651,1.3800788616492,7413.3,7215.759
2007-10-01,4.76,0.506,3.839100296651,1.3800788616492,7428.4,7234.725
2007-11-01,4.49,0.5,3.839100296651,1.3800788616492,7453.8,7256.89
2007-12-01,4.24,0.4969999999999999,3.839100296651,1.3800788616492,7484.2,7275.056
2008-01-01,3.94,0.502,3.839100296651,1.3800788616492,7517.8,7290.178
2008-02-01,2.98,0.504,3.839100296651,1.3800788616492,7604.2,7309.115
2008-03-01,2.61,0.511,3.839100296651,1.3800788616492,7670.3,7315.684
2008-04-01,2.28,0.506,3.839100296651,1.3800788616492,7712.8,7302.188
2008-05-01,1.98,0.505,3.839100296651,1.3800788616492,7725.5,7326.834
2008-06-01,2.0,0.509,3.839100296651,1.3800788616492,7744.2,7349.58
2008-07-01,2.01,0.503,3.839100296651,1.3800788616492,7791.5,7354.591
2008-08-01,2.0,0.504,-0.355546266299747,-1.35283672951719,7806.1,7367.277
2008-09-01,1.81,0.4949999999999999,-0.355546266299747,-1.35283672951719,7872.7,7372.641
2008-10-01,0.97,0.4869999999999999,-0.355546266299747,-1.35283672951719,7975.3,7364.104
2008-11-01,0.39,0.3009999999999999,-0.355546266299747,-1.35283672951719,8027.3,7387.973
2008-12-01,0.16,0.2109999999999999,-0.355546266299747,-1.35283672951719,8205.0,7411.541
2009-01-01,0.15,0.1199999999999999,-0.355546266299747,-1.35283672951719,8289.4,7436.725
2009-02-01,0.22,0.111,-0.355546266299747,-1.35283672951719,8319.6,7466.391
2009-03-01,0.18,0.1,-0.355546266299747,-1.35283672951719,8386.7,7482.33
2009-04-01,0.15,0.1039999999999999,-0.355546266299747,-1.35283672951719,8391.4,7496.929
2009-05-01,0.18,0.1019999999999999,-0.355546266299747,-1.35283672951719,8449.5,7520.402
2009-06-01,0.21,0.1039999999999999,-0.355546266299747,-1.35283672951719,8459.5,7531.335
2009-07-01,0.16,0.1019999999999999,-0.355546266299747,-1.35283672951719,8463.8,7554.006
2009-08-01,0.16,0.1059999999999999,1.6400434423899,-0.728243207517779,8463.3,7573.041
2009-09-01,0.15,0.1019999999999999,1.6400434423899,-0.728243207517779,8461.8,7591.232
2009-10-01,0.12,0.1059999999999999,1.6400434423899,-0.728243207517779,8488.1,7610.312
2009-11-01,0.12,0.1049999999999999,1.6400434423899,-0.728243207517779,8517.3,7630.039
2009-12-01,0.12,0.1009999999999998,1.6400434423899,-0.728243207517779,8512.5,7642.122
2010-01-01,0.11,0.096,1.6400434423899,-0.728243207517779,8478.0,7662.543
2010-02-01,0.13,0.1009999999999998,1.6400434423899,-0.728243207517779,8527.6,7675.075
2010-03-01,0.16,0.0969999999999999,1.6400434423899,-0.728243207517779,8523.7,7685.056
2010-04-01,0.2,0.0929999999999999,1.6400434423899,-0.728243207517779,8555.1,7710.701
2010-05-01,0.2,0.0909999999999999,1.6400434423899,-0.728243207517779,8609.3,7752.141
2010-06-01,0.18,0.095,1.6400434423899,-0.728243207517779,8628.4,7747.72
2010-07-01,0.18,0.094,1.6400434423899,-0.728243207517779,8639.8,7759.229
2010-08-01,0.19,0.095,3.156841568622,-0.27245561610124,8688.2,7784.109
2010-09-01,0.19,0.0909999999999999,3.156841568622,-0.27245561610124,8718.9,7801.442
2010-10-01,0.19,0.0909999999999999,3.156841568622,-0.27245561610124,8768.7,7818.474
2010-11-01,0.19,0.0909999999999999,3.156841568622,-0.27245561610124,8789.3,7824.229
2010-12-01,0.18,0.0869999999999999,3.156841568622,-0.27245561610124,8822.9,7821.248
2011-01-01,0.17,0.085,3.156841568622,-0.27245561610124,8845.2,7841.913
2011-02-01,0.16,0.0929999999999999,3.156841568622,-0.27245561610124,8909.0,7862.716
2011-03-01,0.14,0.085,3.156841568622,-0.27245561610124,8967.0,7884.674
2011-04-01,0.1,0.0619999999999999,3.156841568622,-0.27245561610124,9030.4,7918.576
2011-05-01,0.09,0.069,3.156841568622,-0.27245561610124,9102.7,7960.423
2011-06-01,0.09,0.069,3.156841568622,-0.27245561610124,9176.7,7966.353
2011-07-01,0.07,0.0729999999999999,3.156841568622,-0.27245561610124,9338.7,7987.037
2011-08-01,0.1,0.081,2.06933726526067,-0.0440645104432602,9525.1,7995.186
2011-09-01,0.08,0.08,2.06933726526067,-0.0440645104432602,9545.3,8015.213
2011-10-01,0.07,0.081,2.06933726526067,-0.0440645104432602,9578.1,8037.314
2011-11-01,0.08,0.0769999999999999,2.06933726526067,-0.0440645104432602,9629.8,8056.848
2011-12-01,0.07,0.0779999999999999,2.06933726526067,-0.0440645104432602,9677.4,8064.548
2012-01-01,0.08,0.08,2.06933726526067,-0.0440645104432602,9750.5,8080.531
2012-02-01,0.1,0.085,2.06933726526067,-0.0440645104432602,9802.2,8093.535
2012-03-01,0.13,0.084,2.06933726526067,-0.0440645104432602,9846.2,8115.355
2012-04-01,0.14,0.0749999999999999,2.06933726526067,-0.0440645104432602,9899.8,8125.624
2012-05-01,0.16,0.084,2.06933726526067,-0.0440645104432602,9943.0,8135.172
2012-06-01,0.16,0.0759999999999999,2.06933726526067,-0.0440645104432602,10013.0,8146.097
2012-07-01,0.16,0.084,2.06933726526067,-0.0440645104432602,10065.7,8171.555
2012-08-01,0.13,0.0859999999999999,1.46483265562717,0.335037912184741,10136.4,8193.316
2012-09-01,0.14,0.085,1.46483265562717,0.335037912184741,10216.6,8211.192
2012-10-01,0.16,0.085,1.46483265562717,0.335037912184741,10282.8,8220.649
2012-11-01,0.16,0.0859999999999999,1.46483265562717,0.335037912184741,10351.8,8224.013
2012-12-01,0.16,0.0819999999999999,1.46483265562717,0.335037912184741,10474.4,8266.266
2013-01-01,0.14,0.083,1.46483265562717,0.335037912184741,10497.6,8294.001
2013-02-01,0.15,0.08,1.46483265562717,0.335037912184741,10516.6,8327.287
2013-03-01,0.14,0.08,1.46483265562717,0.335037912184741,10572.9,8362.99
2013-04-01,0.15,0.07,1.46483265562717,0.335037912184741,10600.4,8387.216
2013-05-01,0.11,0.07,1.46483265562717,0.335037912184741,10634.7,8419.701
2013-06-01,0.09,0.07,1.46483265562717,0.335037912184741,10692.3,8457.815
2013-07-01,0.09,0.07,1.46483265562717,0.335037912184741,10731.5,8481.051
2013-08-01,0.08,0.07,1.62222297740817,2.75922671353253,10789.6,8505.797
2013-09-01,0.08,0.07,1.62222297740817,2.75922671353253,10850.0,8532.214
2013-10-01,0.09,0.07,1.62222297740817,2.75922671353253,10974.2,8560.686
2013-11-01,0.08,0.07,1.62222297740817,2.75922671353253,10982.9,8577.646
2013-12-01,0.09,0.07,1.62222297740817,2.75922671353253,11047.8,8609.926
2014-01-01,0.07,0.07,1.62222297740817,2.75922671353253,11117.6,8647.109
2014-02-01,0.07,0.08,1.62222297740817,2.75922671353253,11183.2,8653.728
2014-03-01,0.08,0.07,1.62222297740817,2.75922671353253,11219.1,8662.396
2014-04-01,0.09,0.0599999999999999,1.62222297740817,2.75922671353253,11264.0,8680.918
2014-05-01,0.09,0.07,1.62222297740817,2.75922671353253,11328.5,8695.283
2014-06-01,0.1,0.07,1.62222297740817,2.75922671353253,11383.7,8717.659
2014-07-01,0.09,0.07,1.62222297740817,2.75922671353253,11438.4,8736.997
2014-08-01,0.09,0.07,0.118627135552451,0.795279630579839,11462.5,8760.013
2014-09-01,0.09,0.07,0.118627135552451,0.795279630579839,11503.7,8798.011
2014-10-01,0.09,0.0599999999999999,0.118627135552451,0.795279630579839,11577.5,8832.802
2014-11-01,0.09,0.0599999999999999,0.118627135552451,0.795279630579839,11618.2,8880.035
2014-12-01,0.12,0.07,0.118627135552451,0.795279630579839,11701.9,8913.6
2015-01-01,0.11,0.07,0.118627135552451,0.795279630579839,11774.2,8935.547
2015-02-01,0.11,0.08,0.118627135552451,0.795279630579839,11880.4,8955.843
2015-03-01,0.11,0.07,0.118627135552451,0.795279630579839,11892.9,8979.425
2015-04-01,0.12,0.0599999999999999,0.118627135552451,0.795279630579839,11932.5,8999.746
2015-05-01,0.12,0.07,0.118627135552451,0.795279630579839,11963.8,9050.852
2015-06-01,0.13,0.07,0.118627135552451,0.795279630579839,12011.1,9062.946
2015-07-01,0.13,0.07,0.118627135552451,0.795279630579839,12061.1,9092.45
2015-08-01,0.14,0.08,1.26158320570536,-0.127258844489754,12110.8,9125.521
2015-09-01,0.14,0.07,1.26158320570536,-0.127258844489754,12170.3,9134.667
2015-10-01,0.12,0.08,1.26158320570536,-0.127258844489754,12211.2,9155.114
2015-11-01,0.12,0.08,1.26158320570536,-0.127258844489754,12301.0,9173.389
2015-12-01,0.24,0.07,1.26158320570536,-0.127258844489754,12361.5,9188.608
2016-01-01,0.34,0.07,1.26158320570536,-0.127258844489754,12490.8,9215.636
2016-02-01,0.38,0.0299999999999999,1.26158320570536,-0.127258844489754,12557.6,9242.503
2016-03-01,0.36,-0.003,1.26158320570536,-0.127258844489754,12620.2,9268.066
2016-04-01,0.37,-0.0359999999999999,1.26158320570536,-0.127258844489754,12703.7,9312.155
2016-05-01,0.37,-0.0589999999999999,1.26158320570536,-0.127258844489754,12775.9,9360.665
2016-06-01,0.38,-0.055,1.26158320570536,-0.127258844489754,12841.1,9377.544
2016-07-01,0.39,-0.0429999999999999,1.26158320570536,-0.127258844489754,12902.2,9401.379
2016-08-01,0.4,-0.0429999999999999,2.13011000365961,0.484199796126385,12988.9,9420.826
2016-09-01,0.4,-0.0519999999999999,2.13011000365961,0.484199796126385,13047.9,9458.265
2016-10-01,0.4,-0.0369999999999999,2.13011000365961,0.484199796126385,13112.8,9492.02
2016-11-01,0.41,-0.049,2.13011000365961,0.484199796126385,13182.4,9530.663
2016-12-01,0.54,-0.0439999999999999,2.13011000365961,0.484199796126385,13215.3,9560.124
2017-01-01,0.65,-0.0449999999999999,2.13011000365961,0.484199796126385,13286.4,9591.71
2017-02-01,0.66,-0.0379999999999999,2.13011000365961,0.484199796126385,13351.2,9632.187
2017-03-01,0.79,-0.042,2.13011000365961,0.484199796126385,13420.1,9648.077
2017-04-01,0.9,-0.0539999999999999,2.13011000365961,0.484199796126385,13481.0,9665.66
2017-05-01,0.91,-0.0529999999999999,2.13011000365961,0.484199796126385,13539.7,9679.43
2017-06-01,1.04,-0.0559999999999998,2.13011000365961,0.484199796126385,13564.1,9723.424
2017-07-01,1.15,-0.0539999999999999,2.13011000365961,0.484199796126385,13628.9,9755.567
2017-08-01,1.16,-0.049,2.44258329692817,0.989094598021848,13688.0,9780.610999999999
2017-09-01,1.15,-0.0579999999999998,2.44258329692817,0.989094598021848,13733.8,9808.496
2017-10-01,1.15,-0.0369999999999999,2.44258329692817,0.989094598021848,13788.5,9843.344000000001
2017-11-01,1.16,-0.048,2.44258329692817,0.989094598021848,13814.7,9881.646
2017-12-01,1.3,-0.042,2.44258329692817,0.989094598021848,13860.3,9888.494
2018-01-01,1.41,-0.04,2.44258329692817,0.989094598021848,13869.2,9911.518
2018-02-01,1.42,-0.042,2.44258329692817,0.989094598021848,13907.3,9930.094000000001
