Date,CPI_USA_Index,CPI_Japan_Index,USA_WageH_Dollar,Japan_WageH_Dollar,USA_GDP_Dollar_Capita,Japan_GDP_Dollar_Capita,Japan Debt in 100 Billion of Yen,USA Debt in 1Billion of USD,USA_%_Debt_to_GDP,Japan_%_Debt_to_GDP
2005-12-01,198.1,98.752863324001,83.80506,99.67606,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-01-01,199.3,98.752863324001,83.8553,99.27735,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-02-01,199.4,98.4474420972258,83.90554,99.97508,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-03-01,199.7,98.752863324001,83.95579000000001,99.8754,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-04-01,200.7,99.0582845507763,84.10651,100.7725,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-05-01,201.3,99.3637057775515,84.25724,99.8754,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-06-01,201.8,99.2618987019598,84.30749,101.7692,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-07-01,202.9,98.9564774751845,84.30749,101.9686,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2006-08-01,203.8,99.567319928735,84.5587,99.57638,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2006-09-01,202.8,99.567319928735,84.5587,99.97508,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2006-10-01,201.9,99.4655128531433,84.96064,99.97508,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2006-11-01,202.0,98.9564774751845,85.06113,100.8722,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2006-12-01,203.1,99.0582845507763,85.41283,102.2676,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-01-01,203.437,98.8546703995928,85.46307,99.17767,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-02-01,204.226,98.4474420972258,85.66404,99.8754,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-03-01,205.288,98.8546703995928,85.91526,99.57638,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-04-01,205.904,99.160091626368,86.41769000000001,100.0748,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-05-01,206.755,99.3637057775515,86.56841,100.3738,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-06-01,207.234,99.0582845507763,86.86986999999999,103.4637,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-07-01,207.603,98.8546703995928,86.86986999999999,98.67929,54152.8292651299,33990.0360341685,7130.493,9007.65337226248,62.098000000000006,132.222046474041
2007-08-01,207.667,99.2618987019598,87.17133000000001,99.8754,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2007-09-01,208.547,99.4655128531433,87.27181,99.77573,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2007-10-01,209.19,99.567319928735,87.22157,100.1744,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2007-11-01,210.834,99.2618987019598,87.62351,100.4735,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2007-12-01,211.445,99.4655128531433,87.62351,101.9686,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-01-01,212.174,99.160091626368,87.92497,101.3705,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-02-01,212.687,98.8546703995928,88.27667,101.0715,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-03-01,213.448,99.4655128531433,88.57813,100.9718,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-04-01,213.942,99.7709340799186,88.57813,100.3738,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-05-01,215.208,100.279969457877,88.87959000000001,100.3738,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-06-01,217.463,100.483583609061,89.23129,104.3608,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-07-01,219.016,100.381776533469,89.43226,101.2709,53703.9628961267,33557.6454041531,7314.28,10024.72489691249,67.13875,138.574274218025
2008-08-01,218.69,100.483583609061,89.43226,99.4767,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2008-09-01,218.877,100.789004835836,89.58298,98.87865,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2008-10-01,216.995,100.687197760244,89.88445,99.078,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2008-11-01,213.153,100.381776533469,90.1859,99.17767,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2008-12-01,211.398,100.279969457877,90.43711,99.67606,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-01-01,211.933,99.6691270043268,90.48736,94.8916,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-02-01,212.705,99.3637057775515,90.8893,93.99451,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-03-01,212.495,99.6691270043268,91.09027,93.69549,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-04-01,212.709,99.6691270043268,91.241,93.89484,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-05-01,213.022,99.4655128531433,91.09027,93.99451,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-06-01,214.79,99.0582845507763,91.34148,87.61525,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-07-01,214.726,98.6510562484093,91.9444,92.30003,51863.6183411923,31651.0837739853,7769.765,11909.82900351175,80.96025,156.984485342014
2009-08-01,215.445,98.8546703995928,92.04488,94.8916,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2009-09-01,215.861,98.752863324001,92.54731,95.58933,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2009-10-01,216.509,98.345635021634,92.34634,95.78869,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2009-11-01,217.234,98.1420208704505,92.54731,94.69225,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2009-12-01,217.347,98.0402137948587,92.54731,90.80489,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-01-01,217.488,97.8365996436752,92.59756,96.88512,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-02-01,217.281,97.8365996436752,92.84877,97.38351,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-03-01,217.353,98.2438279460422,92.79852,97.58286,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-04-01,217.403,98.4474420972258,92.9995,98.67929,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-05-01,217.29,98.2438279460422,93.3512,98.18092,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-06-01,217.199,97.938406719267,93.30096,93.09743,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-07-01,217.605,97.3275642657165,93.65266,96.78545,52821.4047643404,32942.2020783725,8113.67,13561.62303089179,88.95400000000001,160.498098433606
2010-08-01,217.923,97.7347925680835,93.7029,98.47994,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2010-09-01,218.275,97.8365996436752,94.00436,98.77897,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2010-10-01,219.035,98.345635021634,94.0546,98.18092,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2010-11-01,219.59,98.0402137948587,94.25557,98.67929,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2010-12-01,220.472,97.6329854924917,94.4063,94.8916,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-01-01,221.187,97.3275642657165,94.95897,99.57638,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-02-01,221.898,97.3275642657165,95.05946,98.67929,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-03-01,223.046,97.5311784169,94.95897,99.17767,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-04-01,224.093,97.7347925680835,95.00921,98.08124,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-05-01,224.806,97.6329854924917,95.05946,97.78221,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-06-01,224.806,97.3275642657165,94.95897,97.88188,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-07-01,225.395,97.4293713413082,95.1097,99.57638,53259.2552138539,33011.13423011,8733.593,14790.340328557151,93.9405,175.567641219028
2011-08-01,226.106,97.4293713413082,94.95897,97.98156,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2011-09-01,226.597,97.6329854924917,94.95897,99.37702,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2011-10-01,226.75,97.8365996436752,95.36091,99.67606,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2011-11-01,227.169,97.2257571901247,95.31067,100.4735,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2011-12-01,227.223,97.3275642657165,95.41116,99.27735,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-01-01,227.842,97.0221430389412,95.56188,98.67929,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-02-01,228.329,97.0221430389412,95.51164,100.1744,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-03-01,228.807,97.4293713413082,95.56188,100.0748,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-04-01,229.187,97.4293713413082,95.96382,99.4767,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-05-01,228.713,97.123950114533,95.61212,99.57638,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-06-01,228.524,96.8185288877577,95.8131,98.97832,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-07-01,228.59,96.6149147365742,96.01407,95.68901,54080.2286497215,33518.444936892,9194.031,16066.24140738589,98.3685,183.706209324867
2012-08-01,229.918,96.8185288877577,95.71261,99.17767,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2012-09-01,231.015,96.9203359633494,95.8131,97.98156,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2012-10-01,231.638,97.0221430389412,95.91358,97.58286,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2012-11-01,231.249,96.7167218121659,96.11456,96.38674,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2012-12-01,231.221,96.7167218121659,96.11456,97.18415,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-01-01,231.679,96.5131076609824,96.31552,98.77897,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-02-01,232.937,96.2076864342072,96.56674,98.67929,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-03-01,232.282,96.5131076609824,96.51649,97.58286,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-04-01,231.797,96.8185288877577,96.61698,98.47994,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-05-01,231.893,96.9203359633494,96.66723,98.57961,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-06-01,232.445,96.8185288877577,96.86819,98.08124,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-07-01,232.9,97.0221430389412,96.81796,96.18739,54844.2425797154,34239.8862473683,9490.537,16738.18352669732,100.05,186.564297348971
2013-08-01,233.456,97.2257571901247,97.06917,97.98156,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2013-09-01,233.544,97.4293713413082,97.16965,98.08124,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2013-10-01,233.669,97.6329854924917,97.27014,98.87865,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2013-11-01,234.1,97.6329854924917,97.47111,98.38026,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2013-12-01,234.719,97.6329854924917,97.77257,98.18092,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-01-01,235.288,97.2257571901247,97.72233,99.27735,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-02-01,235.547,97.3275642657165,97.92329,98.87865,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-03-01,236.028,97.7347925680835,98.12427,99.37702,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-04-01,236.468,99.6691270043268,97.92329,99.8754,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-05-01,236.918,99.9745482311021,98.07403,99.67606,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-06-01,237.231,99.7709340799186,98.22475,101.4702,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-07-01,237.498,99.7709340799186,98.42573,100.6728,55817.5632471958,34386.905855287,9967.026,17824.07138073382,101.428,192.112850344345
2014-08-01,237.46,99.9745482311021,98.52621,100.5731,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2014-09-01,237.477,100.178162382286,98.47597,99.37702,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2014-10-01,237.43,100.076355306694,98.72718,99.17767,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2014-11-01,236.983,99.6691270043268,98.67694,98.77897,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2014-12-01,236.252,99.7709340799186,98.62669,99.77573,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-01-01,234.747,99.567319928735,98.67694,99.4767,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-02-01,235.342,99.4655128531433,99.12913,99.17767,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-03-01,235.976,99.8727411555103,99.33009,99.77573,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-04-01,236.222,100.381776533469,99.48083,99.77573,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-05-01,237.001,100.483583609061,99.73204,100.0748,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-06-01,237.657,100.178162382286,100.0335,98.97832,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-07-01,238.034,99.9745482311021,100.1842,101.2709,57040.2082136605,34960.6393843385,10469.251,18150.61766648433,100.75725,194.584061217143
2015-08-01,238.033,100.076355306694,100.3852,99.67606,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2015-09-01,237.498,100.178162382286,100.8374,100.4735,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2015-10-01,237.733,100.178162382286,100.7871,100.3738,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2015-11-01,238.017,99.7709340799186,100.7369,100.3738,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2015-12-01,237.761,99.8727411555103,100.9881,100.5731,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-01-01,237.652,99.3637057775515,101.2896,99.8754,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-02-01,237.336,99.6691270043268,101.4403,100.2741,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-03-01,238.08,99.8727411555103,101.8422,100.2741,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-04-01,238.992,99.9745482311021,102.3949,100.0748,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-05-01,239.557,99.9745482311021,102.5456,99.77573,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-06-01,240.222,99.7709340799186,102.8973,100.0748,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-07-01,240.101,99.4655128531433,102.9978,102.5667,57658.6708825722,35242.1993771881,10518.781,19573.444713936788,103.95549999999999,193.23043783523
2016-08-01,240.545,99.567319928735,103.249,101.2709,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2016-09-01,241.176,99.6691270043268,103.2993,100.5731,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2016-10-01,241.741,100.381776533469,103.3998,101.3705,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2016-11-01,242.026,100.279969457877,103.45,100.9718,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2016-12-01,242.637,99.8727411555103,103.651,101.0715,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-01-01,243.618,99.4655128531433,103.651,102.2676,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-02-01,244.006,99.3637057775515,103.7012,101.6696,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-03-01,243.892,99.4655128531433,103.9524,100.4735,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-04-01,244.193,99.9745482311021,104.2539,101.4702,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-05-01,244.004,100.076355306694,104.5051,100.8722,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-06-01,244.163,99.8727411555103,104.7061,101.9686,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-07-01,244.243,99.6691270043268,105.108,102.5667,58703.1440782154,35861.9728545838,10701.363,20244.90001605351,102.526,193.489159658852
2017-08-01,245.183,100.076355306694,105.2085,101.5699,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2017-09-01,246.435,100.178162382286,105.6105,103.2644,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2017-10-01,246.626,100.178162382286,105.9119,102.2676,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2017-11-01,247.284,100.585390684653,106.0626,101.7692,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2017-12-01,247.805,100.890811911428,106.6153,102.9654,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-01-01,248.859,100.789004835836,107.0173,102.0683,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-02-01,249.529,100.789004835836,107.168,102.6663,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-03-01,249.577,100.483583609061,107.4694,103.2644,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-04-01,250.227,100.483583609061,107.8211,102.766,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-05-01,250.792,100.483583609061,107.6202,101.6696,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-06-01,251.018,100.483583609061,107.8714,104.8592,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-07-01,251.214,100.585390684653,107.7709,104.4605,60127.2102775233,36138.5290824719,10984.294,21516.05818318023,103.80649999999999,197.335609410989
2018-08-01,251.663,101.298040213795,108.3236,102.9654,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2018-09-01,252.182,101.399847289387,108.5748,103.1647,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2018-10-01,252.772,101.705268516162,109.027,103.2644,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2018-11-01,252.594,101.399847289387,109.4289,104.4605,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2018-12-01,252.767,101.196233138203,109.6299,104.5602,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-01-01,252.561,101.298040213795,109.8308,102.766,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-02-01,253.319,101.399847289387,110.2328,102.6663,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-03-01,254.277,101.399847289387,110.3835,103.9621,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-04-01,255.233,101.807075591754,110.283,103.1647,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-05-01,255.296,101.60346144057,110.7352,106.0553,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-06-01,255.213,101.60346144057,111.2376,104.0618,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-07-01,255.802,101.501654364978,111.4386,103.8624,61330.6459767318,36043.7844013365,11047.209,22719.40175343378,104.41474999999998,198.010309174872
2019-08-01,256.036,101.807075591754,111.5391,104.1615,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2019-09-01,256.43,101.807075591754,111.6898,102.9654,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2019-10-01,257.155,102.112496818529,111.9913,102.8657,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2019-11-01,257.879,102.112496818529,112.4937,105.856,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2019-12-01,258.63,102.214303894121,112.7952,103.3641,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-01-01,258.906,102.010689742937,112.7952,101.7692,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-02-01,259.246,101.908882667345,113.2976,102.2676,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-03-01,258.15,101.908882667345,113.4986,100.9718,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-04-01,256.126,102.112496818529,114.1015,100.2741,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-05-01,255.848,102.112496818529,114.5034,99.77573,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-06-01,257.004,101.807075591754,113.5991,97.38351,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-07-01,258.408,102.010689742937,114.6542,98.38026,59394.778327105,34650.7967802766,11646.661,26945.39119461515,122.42375,215.755540579043
2020-08-01,259.366,102.010689742937,114.9054,99.4767,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2020-09-01,259.951,101.60346144057,115.458,100.1744,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2020-10-01,260.249,101.705268516162,115.5083,100.9718,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2020-11-01,260.895,101.399847289387,116.1112,101.0715,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2020-12-01,262.005,101.094426062611,116.4629,98.28059,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-01-01,262.518,101.501654364978,116.8146,102.467,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-02-01,263.583,101.60346144057,117.518,102.168,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-03-01,264.91,101.60346144057,117.518,102.5667,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-04-01,266.752,100.890811911428,117.8195,102.467,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-05-01,268.452,101.298040213795,118.7741,102.3673,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-06-01,270.664,101.298040213795,119.4775,101.8689,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-07-01,271.994,101.60346144057,120.0804,100.6728,62741.0018131151,35701.4542716142,11953.742,28428.91857004868,121.1565,216.329364856741
2021-08-01,272.789,101.60346144057,120.834,102.9654,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2021-09-01,273.887,101.908882667345,121.0852,102.766,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2021-10-01,276.434,101.705268516162,121.4369,102.2676,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2021-11-01,278.799,101.807075591754,121.7384,102.3673,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2021-12-01,280.808,101.908882667345,122.5423,100.3738,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2022-01-01,282.39,102.112496818529,123.2457,102.6663,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2022-02-01,284.535,102.519725120896,123.4969,102.8657,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2022-03-01,287.553,102.926953423263,124.4013,102.6663,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
2022-04-01,288.764,103.33418172563,124.8535,104.1615,63720.7641611959,36202.639274898,12101.681,30928.91161330673,118.56824999999999,216.213375459903
