Date,CPI_USA_Index,CPI_Japan_Index,USA_WageH_Dollar,Japan_WageH_Dollar,USA_GDP_Dollar_Capita,Japan_GDP_Dollar_Capita,Japan Debt in 100 Billion of Yen,USA Debt in 1Billion of USD,USA_%_Debt_to_GDP,Japan_%_Debt_to_GDP
1993-07-01,144.5,101.399847289387,58.733880000000006,86.91752,40002.4762252856,29232.4397928178,2124.74,4411.48888313938,63.888,42.1159418336413
1993-08-01,144.8,101.705268516162,58.88461,87.61525,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1993-09-01,145.0,101.705268516162,59.08558000000001,86.71816,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1993-10-01,145.6,101.60346144057,59.23631,86.51881,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1993-11-01,146.0,100.890811911428,59.43728,87.31622,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1993-12-01,146.3,101.094426062611,59.6885,86.51881,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-01-01,146.3,101.196233138203,59.73874,86.51881,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-02-01,146.7,101.298040213795,60.14068,87.31622,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-03-01,147.1,101.705268516162,60.0402,87.71493000000001,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-04-01,147.2,101.705268516162,60.09044,88.01395,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-05-01,147.5,101.908882667345,60.19092,87.91428,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-06-01,147.9,101.60346144057,60.34165,92.69873,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-07-01,148.4,101.094426062611,60.3919,83.12983,41106.988184368,29466.7552451756,2815.756,4692.74991001332,64.203,55.1119058491208
1994-08-01,149.0,101.60346144057,60.54261999999999,86.91752,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1994-09-01,149.3,101.908882667345,60.7436,89.50909,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1994-10-01,149.4,102.417918045304,60.844080000000005,89.70845,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1994-11-01,149.8,102.112496818529,61.04505,90.50586,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1994-12-01,150.1,101.60346144057,61.14554,88.41266,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-01-01,150.5,101.705268516162,61.29626,90.10715,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-02-01,150.9,101.399847289387,61.497240000000005,90.3065,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-03-01,151.2,101.399847289387,61.497240000000005,90.50586,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-04-01,151.8,101.501654364978,61.54748000000001,90.90456,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-05-01,152.1,101.705268516162,61.69821,90.90456,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-06-01,152.4,101.501654364978,61.84894,92.99776,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-07-01,152.6,100.99261898702,62.25088,89.30975,41710.8207249566,30171.1637924347,3169.909,4973.9829007093895,64.7245,60.7712223705867
1995-08-01,152.9,101.196233138203,62.30112,87.31622,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1995-09-01,153.1,101.807075591754,62.35136,91.30326,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1995-10-01,153.5,101.501654364978,62.50209,91.50262,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1995-11-01,153.7,101.094426062611,62.55234,91.30326,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1995-12-01,153.9,101.094426062611,62.75331,92.89808,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-01-01,154.7,101.196233138203,63.305980000000005,89.40942,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-02-01,155.0,101.094426062611,63.10501,92.49937,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-03-01,155.5,101.196233138203,62.80355,92.79841,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-04-01,156.1,101.705268516162,63.75816,92.69873,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-05-01,156.4,101.807075591754,63.85865,92.79841,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-06-01,156.7,101.399847289387,64.10986,93.39646,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-07-01,157.0,101.399847289387,64.31084,93.29678,42783.8165697826,31046.1701544648,3503.115,5224.81093913573,64.49849999999999,65.410061690325
1996-08-01,157.2,101.196233138203,64.41131999999999,94.09419,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1996-09-01,157.7,101.399847289387,64.56205,93.79517,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1996-10-01,158.2,101.501654364978,64.46155999999999,93.79517,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1996-11-01,158.7,101.196233138203,64.71278000000001,93.49614,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1996-12-01,159.1,101.298040213795,65.06448,94.8916,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-01-01,159.4,101.196233138203,65.26545,97.48318,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-02-01,159.7,101.094426062611,65.26545,94.8916,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-03-01,159.8,101.196233138203,65.51666,94.79192,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-04-01,159.9,102.926953423263,65.46642,94.99128,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-05-01,159.9,103.232374650038,65.66739,95.19063,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-06-01,160.2,103.232374650038,65.76788,95.88836,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-07-01,160.4,102.825146347671,65.81812,96.9848,44151.6860414367,31276.1930771932,3967.703,5413.14601139734,63.1775,72.9967174775097
1997-08-01,160.8,102.825146347671,66.16982,96.68577,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1997-09-01,161.2,103.639602952405,66.22006,94.79192,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1997-10-01,161.5,103.94502417918,66.77274,94.79192,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1997-11-01,161.7,103.232374650038,66.97371,94.99128,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1997-12-01,161.8,103.130567574446,67.07419,97.08447,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-01-01,162.0,103.232374650038,67.02395,96.48642,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-02-01,162.0,103.130567574446,67.27516,94.69225,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-03-01,162.0,103.435988801222,67.47614,94.39322,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-04-01,162.2,103.639602952405,67.32540999999999,94.29355,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-05-01,162.6,104.046831254772,67.57661999999999,94.79192,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-06-01,162.8,103.639602952405,67.47614,95.78869,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-07-01,163.2,102.825146347671,67.02395,95.29031,45596.4306843475,30795.0888900928,4317.639,5526.1930088976205,61.339,80.4782837717387
1998-08-01,163.4,102.723339272079,67.62686,93.99451,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1998-09-01,163.5,103.537795876813,67.92832,94.39322,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1998-10-01,163.9,104.352252481547,67.92832,94.79192,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1998-11-01,164.1,104.250445405956,68.02881,96.18739,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1998-12-01,164.4,103.94502417918,68.1293,93.99451,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-01-01,164.7,103.33418172563,68.28002,93.89484,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-02-01,164.7,102.926953423263,68.48100000000001,94.59258,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-03-01,164.8,103.028760498855,68.78245,94.79192,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-04-01,165.9,103.435988801222,68.98342,94.79192,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-05-01,166.0,103.435988801222,69.33511999999999,94.59258,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-06-01,166.0,103.232374650038,69.63656999999999,91.80164,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-07-01,166.7,102.723339272079,69.88779,93.29678,47234.2455275229,30636.266116943,4787.154,5656.2709016154295,58.99425,90.653794128391
1999-08-01,167.1,103.028760498855,70.03851999999999,94.39322,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
1999-09-01,167.8,103.435988801222,70.28973,95.38998,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
1999-10-01,168.1,103.435988801222,70.28973,95.38998,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
1999-11-01,168.4,102.926953423263,70.39022,95.98804,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
1999-12-01,168.8,102.519725120896,70.64143,93.09743,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-01-01,169.3,102.316110969712,70.99313000000001,96.5861,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-02-01,170.0,102.112496818529,71.04337,95.78869,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-03-01,171.0,102.316110969712,71.19411,96.28706,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-04-01,170.9,102.621532196488,71.49556,96.38674,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-05-01,171.2,102.519725120896,71.44532,96.28706,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-06-01,172.2,102.112496818529,71.84725999999999,94.59258,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-07-01,172.7,101.908882667345,71.99799,95.29031,48616.25462578,31430.6311303282,5297.092,5674.178209886861,55.614,98.9338230693531
2000-08-01,172.7,102.112496818529,72.14872,96.9848,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2000-09-01,173.6,102.112496818529,72.34969,96.28706,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2000-10-01,173.9,101.908882667345,72.75163,96.28706,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2000-11-01,174.2,101.60346144057,72.95260999999999,95.58933,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2000-12-01,174.6,101.705268516162,72.85212,96.08772,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-01-01,175.6,101.60346144057,72.75163,96.68577,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-02-01,176.0,101.196233138203,73.10333,96.38674,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-03-01,176.1,100.99261898702,73.25406,96.08772,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-04-01,176.4,101.298040213795,73.50527,95.98804,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-05-01,177.3,101.399847289387,73.80673,95.78869,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-06-01,177.7,100.99261898702,74.05795,96.28706,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-07-01,177.4,100.789004835836,74.45989,96.68577,48597.4246142005,31476.052066579,5467.888,5807.46341220006,54.9315,102.846758013061
2001-08-01,177.4,101.094426062611,74.61062,96.5861,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2001-09-01,178.1,100.890811911428,74.81159,95.38998,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2001-10-01,177.6,100.789004835836,74.81159,95.38998,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2001-11-01,177.5,100.279969457877,75.16329,95.48966,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2001-12-01,177.4,100.178162382286,75.41450999999999,94.69225,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-01-01,177.7,99.8727411555103,75.56523,94.99128,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-02-01,178.0,99.4655128531433,75.91693000000001,95.29031,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-03-01,178.5,99.7709340799186,76.1179,94.69225,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-04-01,179.3,99.9745482311021,76.21839,95.98804,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-05-01,179.5,100.178162382286,76.57009000000001,95.09096,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-06-01,179.6,100.076355306694,76.72081999999999,93.59581,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-07-01,180.0,99.8727411555103,76.87154,92.59905,48967.3661201159,31416.1241772435,5867.671,6228.23596559716,56.645250000000004,111.876249693267
2002-08-01,180.5,100.178162382286,77.02228000000001,94.79192,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2002-09-01,180.8,100.076355306694,77.22324,96.48642,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2002-10-01,181.2,99.9745482311021,77.67543,96.28706,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2002-11-01,181.5,99.9745482311021,77.82616,95.68901,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2002-12-01,181.8,99.8727411555103,78.07738,93.89484,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-01-01,182.6,99.567319928735,78.32859,96.5861,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-02-01,183.6,99.2618987019598,78.47932,96.68577,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-03-01,183.9,99.4655128531433,78.5798,96.68577,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-04-01,183.2,99.7709340799186,78.52956,97.48318,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-05-01,182.9,99.8727411555103,78.83102,97.08447,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-06-01,183.1,99.7709340799186,78.98174,97.38351,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-07-01,183.7,99.3637057775515,79.18271999999999,96.28706,49905.5233074237,31830.2175849262,6387.98,6783.23106274362,58.7175,121.915320879915
2003-08-01,184.5,99.567319928735,79.2832,96.38674,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2003-09-01,185.1,99.6691270043268,79.53442,97.68253,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2003-10-01,184.9,99.6691270043268,79.53442,98.57961,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2003-11-01,185.0,99.2618987019598,79.88611999999999,95.58933,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2003-12-01,185.5,99.4655128531433,79.9866,97.28383,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-01-01,186.3,99.0582845507763,80.13733,98.47994,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-02-01,186.7,99.0582845507763,80.23782,98.97832,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-03-01,187.1,99.3637057775515,80.43879,98.87865,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-04-01,187.4,99.4655128531433,80.69,98.38026,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-05-01,188.2,99.567319928735,80.74024,99.27735,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-06-01,188.9,99.6691270043268,80.94122,99.17767,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-07-01,189.1,99.160091626368,80.99146,98.18092,51348.3473376223,32515.1158024317,6752.383,7379.05269633032,60.11625,127.547629783025
2004-08-01,189.2,99.3637057775515,81.3934,100.3738,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2004-09-01,189.8,99.4655128531433,81.89583,99.27735,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2004-10-01,190.8,99.9745482311021,81.7451,98.77897,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2004-11-01,191.7,99.8727411555103,81.94608000000001,98.47994,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2004-12-01,191.7,99.4655128531433,82.0968,98.38026,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-01-01,191.6,99.0582845507763,82.29778,99.17767,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-02-01,192.4,98.752863324001,82.54899,98.97832,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-03-01,193.1,99.160091626368,82.59923,99.97508,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-04-01,193.7,99.160091626368,82.64948000000001,98.97832,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-05-01,193.6,99.3637057775515,83.05141,99.37702,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-06-01,193.7,98.9564774751845,83.10166,99.4767,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-07-01,194.9,98.752863324001,83.25239,100.8722,52649.5713054684,33098.5474664872,6827.249,7932.7096617235,60.8085,128.207492888471
2005-08-01,196.1,98.752863324001,83.55384000000001,98.18092,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2005-09-01,198.8,99.0582845507763,83.40311,99.078,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2005-10-01,199.1,99.0582845507763,83.8553,99.078,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
2005-11-01,198.1,98.752863324001,83.75480999999999,100.8722,53596.3152372,33531.5185630775,6882.271,8506.97389921523,61.484249999999996,128.599667918729
