Date,CPI_USA_Index,CPI_Japan_Index,USA_WageH_Dollar,Japan_WageH_Dollar,USA_GDP_Dollar_Capita,Japan_GDP_Dollar_Capita
2015-10-01,237.733,100.178162382286,100.7871,100.3738,57658.6708825722,35242.1993771881
2015-11-01,238.017,99.7709340799186,100.7369,100.3738,57658.6708825722,35242.1993771881
2015-12-01,237.761,99.8727411555103,100.9881,100.5731,57658.6708825722,35242.1993771881
2016-01-01,237.652,99.3637057775515,101.2896,99.8754,57658.6708825722,35242.1993771881
2016-02-01,237.336,99.6691270043268,101.4403,100.2741,57658.6708825722,35242.1993771881
2016-03-01,238.08,99.8727411555103,101.8422,100.2741,57658.6708825722,35242.1993771881
2016-04-01,238.992,99.9745482311021,102.3949,100.0748,57658.6708825722,35242.1993771881
2016-05-01,239.557,99.9745482311021,102.5456,99.77573,57658.6708825722,35242.1993771881
2016-06-01,240.222,99.7709340799186,102.8973,100.0748,57658.6708825722,35242.1993771881
2016-07-01,240.101,99.4655128531433,102.9978,102.5667,57658.6708825722,35242.1993771881
2016-08-01,240.545,99.567319928735,103.249,101.2709,58703.1440782154,35861.9728545838
2016-09-01,241.176,99.6691270043268,103.2993,100.5731,58703.1440782154,35861.9728545838
2016-10-01,241.741,100.381776533469,103.3998,101.3705,58703.1440782154,35861.9728545838
2016-11-01,242.026,100.279969457877,103.45,100.9718,58703.1440782154,35861.9728545838
2016-12-01,242.637,99.8727411555103,103.651,101.0715,58703.1440782154,35861.9728545838
2017-01-01,243.618,99.4655128531433,103.651,102.2676,58703.1440782154,35861.9728545838
2017-02-01,244.006,99.3637057775515,103.7012,101.6696,58703.1440782154,35861.9728545838
2017-03-01,243.892,99.4655128531433,103.9524,100.4735,58703.1440782154,35861.9728545838
2017-04-01,244.193,99.9745482311021,104.2539,101.4702,58703.1440782154,35861.9728545838
2017-05-01,244.004,100.076355306694,104.5051,100.8722,58703.1440782154,35861.9728545838
2017-06-01,244.163,99.8727411555103,104.7061,101.9686,58703.1440782154,35861.9728545838
2017-07-01,244.243,99.6691270043268,105.108,102.5667,58703.1440782154,35861.9728545838
2017-08-01,245.183,100.076355306694,105.2085,101.5699,60127.2102775233,36138.5290824719
2017-09-01,246.435,100.178162382286,105.6105,103.2644,60127.2102775233,36138.5290824719
2017-10-01,246.626,100.178162382286,105.9119,102.2676,60127.2102775233,36138.5290824719
