"Date","Price","Open","High","Low","Vol.","Change %"
"06/11/1985","249.90","249.90","249.90","249.90","","-0.24%"
"06/10/1985","250.50","250.50","250.50","250.50","","0.38%"
"06/07/1985","249.55","249.55","249.55","249.55","","0.75%"
"06/06/1985","247.70","247.70","247.70","247.70","","-0.70%"
"06/05/1985","249.45","249.45","249.45","249.45","","0.14%"
"06/04/1985","249.10","249.10","249.10","249.10","","0.20%"
"06/03/1985","248.60","248.60","248.60","248.60","","-1.04%"
"05/31/1985","251.20","251.20","251.20","251.20","","-0.16%"
"05/30/1985","251.60","251.60","251.60","251.60","","-0.06%"
"05/29/1985","251.75","251.75","251.75","251.75","","0.06%"
"05/28/1985","251.60","251.60","251.60","251.60","","0.20%"
"05/24/1985","251.10","251.10","251.10","251.10","","-0.08%"
"05/23/1985","251.30","251.30","251.30","251.30","","0.22%"
"05/22/1985","250.75","250.75","250.75","250.75","","0.20%"
"05/21/1985","250.25","250.25","250.25","250.25","","0.24%"
"05/20/1985","249.65","249.65","249.65","249.65","","-0.42%"
"05/17/1985","250.70","250.70","250.70","250.70","","-0.32%"
"05/16/1985","251.50","251.50","251.50","251.50","","0.20%"
"05/15/1985","251.00","251.00","251.00","251.00","","0.56%"
"05/14/1985","249.60","249.60","249.60","249.60","","-0.70%"
"05/13/1985","251.35","251.35","251.35","251.35","","-0.42%"
"05/10/1985","252.40","252.40","252.40","252.40","","0.34%"
"05/09/1985","251.55","251.55","251.55","251.55","","-0.67%"
"05/08/1985","253.25","253.25","253.25","253.25","","0.14%"
"05/07/1985","252.90","252.90","252.90","252.90","","-0.65%"
"05/06/1985","254.55","254.55","254.55","254.55","","0.28%"
"05/03/1985","253.85","253.85","253.85","253.85","","0.36%"
"05/02/1985","252.95","252.95","252.95","252.95","","0.08%"
"05/01/1985","252.75","252.75","252.75","252.75","","0.50%"
"04/30/1985","251.50","251.50","251.50","251.50","","-0.47%"
"04/29/1985","252.70","252.70","252.70","252.70","","-0.10%"
"04/26/1985","252.95","252.95","252.95","252.95","","0.24%"
"04/25/1985","252.35","252.35","252.35","252.35","","0.42%"
"04/24/1985","251.30","251.30","251.30","251.30","","0.52%"
"04/23/1985","250.00","250.00","250.00","250.00","","0.48%"
"04/22/1985","248.80","248.80","248.80","248.80","","0.57%"
"04/19/1985","247.40","247.40","247.40","247.40","","-0.08%"
"04/18/1985","247.60","247.60","247.60","247.60","","-0.78%"
"04/17/1985","249.55","249.55","249.55","249.55","","0.00%"
"04/16/1985","249.55","249.55","249.55","249.55","","-0.16%"
"04/15/1985","249.95","249.95","249.95","249.95","","-0.56%"
"04/12/1985","251.35","251.35","251.35","251.35","","-0.14%"
"04/11/1985","251.70","251.70","251.70","251.70","","-1.00%"
"04/10/1985","254.25","254.25","254.25","254.25","","-0.25%"
"04/09/1985","254.90","254.90","254.90","254.90","","-0.23%"
"04/08/1985","255.50","255.50","255.50","255.50","","0.26%"
"04/05/1985","254.85","254.85","254.85","254.85","","0.14%"
"04/04/1985","254.50","254.50","254.50","254.50","","0.53%"
"04/03/1985","253.15","253.15","253.15","253.15","","-0.45%"
"04/02/1985","254.30","254.30","254.30","254.30","","0.73%"
"04/01/1985","252.45","252.45","252.45","252.45","","0.58%"
"03/29/1985","251.00","251.00","251.00","251.00","","-0.79%"
"03/28/1985","253.00","253.00","253.00","253.00","","0.42%"
"03/27/1985","251.95","251.95","251.95","251.95","","-1.35%"
"03/26/1985","255.40","255.40","255.40","255.40","","-0.49%"
"03/25/1985","256.65","256.65","256.65","256.65","","0.39%"
"03/22/1985","255.65","255.65","255.65","255.65","","0.61%"
"03/21/1985","254.10","254.10","254.10","254.10","","-0.90%"
"03/20/1985","256.40","256.40","256.40","256.40","","0.04%"
"03/19/1985","256.30","256.30","256.30","256.30","","-1.39%"
"03/18/1985","259.90","259.90","259.90","259.90","","-0.25%"
"03/15/1985","260.55","260.55","260.55","260.55","","0.00%"
"03/14/1985","260.55","260.55","260.55","260.55","","0.12%"
"03/13/1985","260.25","260.25","260.25","260.25","","0.06%"
"03/12/1985","260.10","260.10","260.10","260.10","","0.33%"
"03/11/1985","259.25","259.25","259.25","259.25","","-0.91%"
"03/08/1985","261.63","261.63","261.63","261.63","","0.24%"
"03/07/1985","261.00","261.00","261.00","261.00","","-0.08%"
"03/06/1985","261.20","261.20","261.20","261.20","","0.08%"
"03/05/1985","261.00","261.00","261.00","261.00","","0.35%"
"03/04/1985","260.10","260.10","260.10","260.10","","-0.10%"
"03/01/1985","260.35","260.35","260.35","260.35","","0.35%"
"02/28/1985","259.45","259.45","259.45","259.45","","0.06%"
"02/27/1985","259.30","259.30","259.30","259.30","","-0.67%"
"02/26/1985","261.05","261.05","261.05","261.05","","-0.61%"
"02/25/1985","262.65","262.65","262.65","262.65","","-0.06%"
"02/22/1985","262.80","262.80","262.80","262.80","","0.38%"
"02/21/1985","261.80","261.80","261.80","261.80","","0.19%"
"02/20/1985","261.30","261.30","261.30","261.30","","0.23%"
"02/19/1985","260.70","260.70","260.70","260.70","","2.04%"
"02/18/1985","255.50","255.50","255.50","255.50","","-0.91%"
"02/15/1985","257.85","257.85","257.85","257.85","","-1.02%"
"02/14/1985","260.50","260.50","260.50","260.50","","-0.88%"
"02/13/1985","262.80","262.80","262.80","262.80","","0.08%"
"02/12/1985","262.60","262.60","262.60","262.60","","0.36%"
"02/11/1985","261.65","261.65","261.65","261.65","","0.36%"
"02/08/1985","260.70","260.70","260.70","260.70","","0.02%"
