"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Grenada","GRD","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8401020000","8397010000","8546550000","8751540000","9827920000","9712120000","10733540000","12238470000","13989950000","18223410000","25432090000","29316940000","29890850000","36046350000","41489170000","44168320000","50280500000","56633300000","59333900000","70885400000","81340700000","89646000000","95962200000","104970000000","","","","","","","","","","",
"Guam","GUM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6364853000","8205986000","10608708000","11486405000","13303581000","15081858000","16563077000","17139291000","18723993000","21274484000","25069354000","29071660000","32499012000","34190148000","39266295000","41783857000","43947954000","44356039000","43159734000","43641441000","44848837000","49955228000","53156313000","56120677000","",
"Haiti","HTI","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5014579000000","5356215000000","5959794000000","6700616000000","7760899000000","8144890000000","9121675000000","10275516000000","11414643000000","13283608000000","14718773000000","16626000000000","17813380000000","19805941000000","21490739000000","22331166000000","25819414000000","27265679000000","28714366000000","32344816000000","33686173000000","35033130000000","36116403000000","37532484000000","39710919000000","46441121000000","47948582000000","49772836000000","",
"IBRD only","IBD","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69369E+15","1.68171E+15","1.79608E+15","1.94737E+15","2.15689E+15","2.6521E+15","2.8983835979861E+15","3.49353074741508E+15","3.88994981323898E+15","4.4070536976047E+15","4.91747756121582E+15","5.34022158618682E+15","6.625475985591E+15","7.53832563641402E+15","8.92055781307395E+15","",
"IDA only","IDX","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2925670000000","3311970000000","3781690000000","4534120000000","5096160000000","5725510000000","6377560000000","7782940000000","8918060000000","10210310000000","11770280000000","13664080000000","15591990000000","17366760000000","19944200000000","22601450000000","25385980000000","28166100000000","31591800000000","35178500000000","39387700000000","45041500000000","50394300000000","56517900000000","62216270000000","68810780000000","73316300000000","81320590000000","87925980000000","","","","","",
"Not classified","INX","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48266393000","45598857000","41382670000","42740026000","45804282000","47119299000","48160240000","52409617000","50000378000","53195296000","87321709000","112937774000","138084663000","191705307000","227812533000","236517615000","236478462000","232910710000","230600205000","228260660000","245636308000","248063233000","267563270000","279262512000","236505993000","",
"Iran, Islamic Rep.","IRN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53326799369478","58045493579438.3","79495987051495.8","73786628554876.2","","","","","",
"Iceland","ISL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112783900000","127655800000","153412200000","181029900000","197106100000","213574700000","225676600000","366993901000","380921657000","383848416000","412947679000","491480000000","488914000000","483118000000","471853000000","890326268602","1059643731622","1157745354364","2036493788521","2354044653456","2502644406870","2755039926032","2801574696116","2760280073398","2813944546103","2691802190460","2570216277643","2362558152117","2305549478886","2691156819773","2965775047633","3168378002803","3398124975489","",
"Israel","ISR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165199000000","190499000000","222990000000","252818000000","282795000000","315416000000","360707000000","384924000000","432659000000","443534000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1135783000000","1265457000000","1338482000000","1410716000000","1378517000000","1402635000000","1458555000000","1492639000000","1492071000000","1577581000000","1648463000000","1653681000000","1639022000000","1714712000000","1832272000000","1846536000000","1781537000000","2057457000000","2173188000000","2422764000000","2482112000000","2505378000000","2519499000000","2478264000000","2651254000000","2925905000000","2992523000000","2728403000000","",
"Jamaica","JAM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45771510000","115834720000","100338220000","152276250000","170770820000","193843450000","198301930000","219183090000","262302970000","308687830000","380640700000","497082690000","601263260000","693886820000","759696660000","847351300000","923154150000","1000675510000","1200322360000","1434755830000","1570368250000","1662273430000","1812635360000","1946005010000","2041693750000","2068759180000","2159937054848.86","1941710900000","","1946799489483.2","2090497753634.23","","","",
"Jordan","JOR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3556150000","3845390000","5509510000","4879180000","5073900000","4953400000","5217800000","5157100000","5675580000","5772860000","5621440000","5779930000","5779930000","6427640000","7202700000","7136000000","7753000000","8487000000","8854700000","10317500000","11514900000","12665700000","14678100000","18034800000","20331400000","21605500000","20979900000","22268900000","","25070700000","23570200000","","34937600000","",
"Japan","JPN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239932000000000","187605000000000","196194000000000","212474000000000","281575600000000","316990900000000","350311500000000","396770300000000","431763900000000","478715400000000","529709200000000","546788800000000","586767100000000","638798000000000","675238300000000","682724900000000","688227100000000","713049300000000","731428000000000","776976500000000","811367000000000","873359300000000","919403100000000","949053700000000","996702600000000","1.0469251E+15","1.0518781E+15","1.0701363E+15","1.0984294E+15","1.1047209E+15","1.1646661E+15","1.1953742E+15","1.2101681E+15","",
"Kazakhstan","KAZ","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","534868400000","606431725000","683866066000","1015630200000","1618047500000","2221985267000","2741695121000","3626716568000","4398200000000","5613052661000","8665700300000","7876745950000","9027329730000","13583149326000","12851748000000","16754955511000","18815263949000","","",
"Kenya","KEN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152096000000","218983800000","300006000000","295372200000","334724200000","311698300000","353835000000","452020497000","464572031246","510946400000","",
"Cambodia","KHM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1028600000","1169900000","1243100000","1364000000","1473000000","1806100000","1941900000","2106310000","2205100000","2325390000","2158600000","1585100000","1482430000","","","","","","","","","",
"Korea, Rep.","KOR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466726000000000","524234000000000","570473174969116","621640877442310","662636705078292","685608222944530","712878439713666","769211885817289","901110161116171","1.01836697201299E+15","1.10637712473624E+15","",
"Kuwait","KWT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23500400000000","27968200000000","33733600000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","521100000","567200000","","","","","","","","","","","",
"Libya","LBY","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777500000","965700000","1215800000","1293500000","1428000000","1595400000","1616200000","1634100000","1616200000","1642200000","1835400000","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310781000000","366698000000","405558000000","483568000000","549292000000","632045000000","709320000000","766577000000","908001000000","1051861000000","1218700000000","1452706000000","1669284000000","1863851000000","2139527000000","2222341000000","2606594000000","3041685000000","","4161422000000","4591245000000","5133370000000","6000110000000","6793249000000","7390899000000","8503200000000","","","","","","","","",
"Lower middle income","LMC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5476300000","6150100000","4836000000","5080600000","6548400000","7585100000","8747000000","9977000000","13081800000","11484900000","11111100000","11111100000","1011600000","","","",
"Late-demographic dividend","LTE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3595916000","3950266000","4364994000","4498963000","4634042000","4539524000","4761127000","5021698000","5008674000","5131945000","4823526000","8269135000","11557261000","12856905000","15769132000","15710299000","17680483000","18540530000","18562779000","19003241000","17524770000","20618830000","26365010000","27228380000","24309850000","",
"Luxembourg","LUX","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2572258000","2629573000","2830667000","2955930000","3024760000","3069619000","3843640000","3641487000","3914481000","3913288000","6883883000","6855601000","9301788000","9814852000","11444474000","12479101000","13543643000","13901726000","13507630000","15235722000","15255273000","17181976000","19000896000","20766550000","20339639000","",
"Latvia","LVA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","952227078.958003","1201666467.46461","1328895396.15597","1596827849.58538","1800588784.35524","2132608807.00736","2625722107.4439","2798532734.58888","3665024672.5972","4792089971.03033","8933648641.72657","11710027262.2239","13476472814.6112","13742544151.7123","14391197261.2563","14003908628.8638","16141854628.0329","15430199600.4576","17287001781.4355","17422891730.8382","18503393549.2684","20607497965.2933","23384644936.5684","27835279821.9703","28357460970.6262","",
"Macao SAR, China","MAC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216905000000","174469000000","204177000000","218192000000","228795000000","227973000000","","240420000000","245676000000","251507000000","","","251507000000","","","327568000000","330882000000","329823000000","325806000000","355556600000","399864000000","456190140000","","","","","","","","","","","","",
"Monaco","MCO","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13039200000","13922400000","16642000000","12208700000","13058900000","12416900000","11604400000","16698100000","18922400000","19524100000","21462200000","23808500000","27799600000","34210400000","51276800000","52216957182.3459","52012600000","52494300000","67820721200","77752700000","94660042340.5395","",
"Madagascar","MDG","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","632300000","891400000","1253000000","1609200000","1823600000","2223700000","2281300000","2373000000","2605500000","2782900000","3002900000","3326400000","3856900000","4087600000","4282800000","5052100000","5956200000","6979510000","8822900000","13867200000","18182800000","23212090000","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10172018449245.5","10812562982062.5","11708450321584.8","12726069514510.8","",
"Marshall Islands","MHL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104879493","108730638","110965803","96636889","94734021","98315284","91886514","87231108","97510869","101994768","96801972","96801972","","","","",
"Middle income","MIC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5936969485.20848","6479282552.99324","7176100628.93082","7544509666.8996","8898129513.16096","9432587933.84579","10093890053.5756","9739279864.41994","9945625436.75751","4730617000","5072248000","5393533000","5829483000","6062810000","6462315000","7153153000","7445631000","7920000000","7553728000","7612779000","8053869000","9351477000","10501665000","10303710000","",
"Myanmar","MMR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21477283864908.4","23014786096132.4","27671563210817.6","29148684617502.2","","",
"Northern Mariana Islands","MNP","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","701991675236.984","662126083817.354","737016117758.775","765354353698.47","1002617878400","890752470000","924011177000","",
"Mauritania","MRT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76459400000","96086200000","94136700000","106653700000","114787400000","123383800000","123603600000","135174700000","150956400000","164381400000","172363100000","","","","","265547000000","276935000000","296826300000","","","","",
"Malawi","MWI","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255844462575.995","293569316030.82","343575939491.568","622024773095.601","729170600000","1044137600000","1259062000000","2151680949747.66","2239858619962.69","3017026009047.64","3690159449119.26","","","6558295576000","",
"Malaysia","MYS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94713000000","99072000000","97005000000","95898000000","93078000000","91369000000","","","","","","","164963000000","188767000000","216624000000","228670000000","242225054000","266722336000","306437414000","362386171000","407101237000","456128000000","501617000000","539857800000","582828241000","630540000000","648474726000","686836648475.93","741049014484.13","792997555813.07","879559708809.62","979814000000","1079591000000","",
"North America","NAC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73279644058.9999","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","246053000000","232804000000","234200000000","236691000000","249782000000","262606000000","274089000000","280482000000","264534000000","268033000000","365616000000","365410000000","392375000000","424342000000","466215000000","471435000000","510310000000","502865000000","507560000000","482143000000","472502000000","473508000000","532273000000","554540000000","514468000000","",
"Norway","NOR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259970000000","242415000000","238183000000","215662000000","249874000000","355343000000","315824000000","453412000000","609663000000","698617000000","730608000000","1060348000000","1067123000000","1147755000000","874530000000","932410000000","595237000000","666784000000","693107000000","634444000000","761864000000","844904000000","909076000000","1013505000000","1028932000000","1144313000000","1334387000000","1638964000000","",
"Nepal","NPL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54418100000","80361000000","94159000000","111877000000","132598000000","145058000000","162286000000","167978000000","199615000000","219136000000","245048000000","260448000000","293747000000","308078500000","318913000000","305106900000","324994508000","312810300000","357258100000","","403903349000","","","","","","","","","1226258000000","1518482900000","1737636800000","","",
"Nauru","NRU","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62259223000","61837554000","64376725000","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","674248000000","776583000000","902828000000","1058682000000","","","","","2117616000000","","2832571000000","","","","","","","","","","","","","","","","","","","","","","","",
"Panama","PAN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
